Model,period,boundary,window_size,window_weight,window_type,normalization,encode,representation
M2653,no,no,2,linear,forward,log,r_distance,space
M2654,no,no,2,linear,forward,log,r_distance,graph
M2655,no,no,2,linear,forward,log,r_cos,space
M2656,no,no,2,linear,forward,log,r_cos,graph
M2657,no,no,2,linear,forward,log,r_corr,space
M2658,no,no,2,linear,forward,log,r_corr,graph
M2659,no,no,2,linear,forward,log,cooc,space
M2660,no,no,2,linear,forward,log,cooc,graph
M2661,no,no,2,linear,forward,ppmi,distance,space
M2662,no,no,2,linear,forward,ppmi,distance,graph
M2663,no,no,2,linear,forward,ppmi,cos,space
M2664,no,no,2,linear,forward,ppmi,cos,graph
M2665,no,no,2,linear,forward,ppmi,corr,space
M2666,no,no,2,linear,forward,ppmi,corr,graph
M2667,no,no,2,linear,forward,ppmi,r_distance,space
M2668,no,no,2,linear,forward,ppmi,r_distance,graph
M2669,no,no,2,linear,forward,ppmi,r_cos,space
M2670,no,no,2,linear,forward,ppmi,r_cos,graph
M2671,no,no,2,linear,forward,ppmi,r_corr,space
M2672,no,no,2,linear,forward,ppmi,r_corr,graph
M2673,no,no,2,linear,forward,ppmi,cooc,space
M2674,no,no,2,linear,forward,ppmi,cooc,graph
M2675,no,no,2,linear,forward,non,distance,space
M2676,no,no,2,linear,forward,non,distance,graph
M2677,no,no,2,linear,forward,non,cos,space
M2678,no,no,2,linear,forward,non,cos,graph
M2679,no,no,2,linear,forward,non,corr,space
M2680,no,no,2,linear,forward,non,corr,graph
M2681,no,no,2,linear,forward,non,r_distance,space
M2682,no,no,2,linear,forward,non,r_distance,graph
M2683,no,no,2,linear,forward,non,r_cos,space
M2684,no,no,2,linear,forward,non,r_cos,graph
M2685,no,no,2,linear,forward,non,r_corr,space
M2686,no,no,2,linear,forward,non,r_corr,graph
M2687,no,no,2,linear,forward,non,cooc,space
M2688,no,no,2,linear,forward,non,cooc,graph
M2689,no,no,2,linear,backward,log,distance,space
M2690,no,no,2,linear,backward,log,distance,graph
M2691,no,no,2,linear,backward,log,cos,space
M2692,no,no,2,linear,backward,log,cos,graph
M2693,no,no,2,linear,backward,log,corr,space
M2694,no,no,2,linear,backward,log,corr,graph
M2695,no,no,2,linear,backward,log,r_distance,space
M2696,no,no,2,linear,backward,log,r_distance,graph
M2697,no,no,2,linear,backward,log,r_cos,space
M2698,no,no,2,linear,backward,log,r_cos,graph
M2699,no,no,2,linear,backward,log,r_corr,space
M2700,no,no,2,linear,backward,log,r_corr,graph
M2701,no,no,2,linear,backward,log,cooc,space
M2702,no,no,2,linear,backward,log,cooc,graph
M2703,no,no,2,linear,backward,ppmi,distance,space
M2704,no,no,2,linear,backward,ppmi,distance,graph
M2705,no,no,2,linear,backward,ppmi,cos,space
M2706,no,no,2,linear,backward,ppmi,cos,graph
M2707,no,no,2,linear,backward,ppmi,corr,space
M2708,no,no,2,linear,backward,ppmi,corr,graph
M2709,no,no,2,linear,backward,ppmi,r_distance,space
M2710,no,no,2,linear,backward,ppmi,r_distance,graph
M2711,no,no,2,linear,backward,ppmi,r_cos,space
M2712,no,no,2,linear,backward,ppmi,r_cos,graph
M2713,no,no,2,linear,backward,ppmi,r_corr,space
M2714,no,no,2,linear,backward,ppmi,r_corr,graph
M2715,no,no,2,linear,backward,ppmi,cooc,space
M2716,no,no,2,linear,backward,ppmi,cooc,graph
M2717,no,no,2,linear,backward,non,distance,space
M2718,no,no,2,linear,backward,non,distance,graph
M2719,no,no,2,linear,backward,non,cos,space
M2720,no,no,2,linear,backward,non,cos,graph
M2721,no,no,2,linear,backward,non,corr,space
M2722,no,no,2,linear,backward,non,corr,graph
M2723,no,no,2,linear,backward,non,r_distance,space
M2724,no,no,2,linear,backward,non,r_distance,graph
M2725,no,no,2,linear,backward,non,r_cos,space
M2726,no,no,2,linear,backward,non,r_cos,graph
M2727,no,no,2,linear,backward,non,r_corr,space
M2728,no,no,2,linear,backward,non,r_corr,graph
M2729,no,no,2,linear,backward,non,cooc,space
M2730,no,no,2,linear,backward,non,cooc,graph
M2731,no,no,2,linear,summed,log,distance,space
M2732,no,no,2,linear,summed,log,distance,graph
M2733,no,no,2,linear,summed,log,cos,space
M2734,no,no,2,linear,summed,log,cos,graph
M2735,no,no,2,linear,summed,log,corr,space
M2736,no,no,2,linear,summed,log,corr,graph
M2737,no,no,2,linear,summed,log,r_distance,space
M2738,no,no,2,linear,summed,log,r_distance,graph
M2739,no,no,2,linear,summed,log,r_cos,space
M2740,no,no,2,linear,summed,log,r_cos,graph
M2741,no,no,2,linear,summed,log,r_corr,space
M2742,no,no,2,linear,summed,log,r_corr,graph
M2743,no,no,2,linear,summed,log,cooc,space
M2744,no,no,2,linear,summed,log,cooc,graph
M2745,no,no,2,linear,summed,ppmi,distance,space
M2746,no,no,2,linear,summed,ppmi,distance,graph
M2747,no,no,2,linear,summed,ppmi,cos,space
M2748,no,no,2,linear,summed,ppmi,cos,graph
M2749,no,no,2,linear,summed,ppmi,corr,space
M2750,no,no,2,linear,summed,ppmi,corr,graph
M2751,no,no,2,linear,summed,ppmi,r_distance,space
M2752,no,no,2,linear,summed,ppmi,r_distance,graph
M2753,no,no,2,linear,summed,ppmi,r_cos,space
M2754,no,no,2,linear,summed,ppmi,r_cos,graph
M2755,no,no,2,linear,summed,ppmi,r_corr,space
M2756,no,no,2,linear,summed,ppmi,r_corr,graph
M2757,no,no,2,linear,summed,ppmi,cooc,space
M2758,no,no,2,linear,summed,ppmi,cooc,graph
M2759,no,no,2,linear,summed,non,distance,space
M2760,no,no,2,linear,summed,non,distance,graph
M2761,no,no,2,linear,summed,non,cos,space
M2762,no,no,2,linear,summed,non,cos,graph
M2763,no,no,2,linear,summed,non,corr,space
M2764,no,no,2,linear,summed,non,corr,graph
M2765,no,no,2,linear,summed,non,r_distance,space
M2766,no,no,2,linear,summed,non,r_distance,graph
M2767,no,no,2,linear,summed,non,r_cos,space
M2768,no,no,2,linear,summed,non,r_cos,graph
M2769,no,no,2,linear,summed,non,r_corr,space
M2770,no,no,2,linear,summed,non,r_corr,graph
M2771,no,no,2,linear,summed,non,cooc,space
M2772,no,no,2,linear,summed,non,cooc,graph
M2773,no,no,7,flat,forward,log,distance,space
M2774,no,no,7,flat,forward,log,distance,graph
M2775,no,no,7,flat,forward,log,cos,space
M2776,no,no,7,flat,forward,log,cos,graph
M2777,no,no,7,flat,forward,log,corr,space
M2778,no,no,7,flat,forward,log,corr,graph
M2779,no,no,7,flat,forward,log,r_distance,space
M2780,no,no,7,flat,forward,log,r_distance,graph
M2781,no,no,7,flat,forward,log,r_cos,space
M2782,no,no,7,flat,forward,log,r_cos,graph
M2783,no,no,7,flat,forward,log,r_corr,space
M2784,no,no,7,flat,forward,log,r_corr,graph
M2785,no,no,7,flat,forward,log,cooc,space
M2786,no,no,7,flat,forward,log,cooc,graph
M2787,no,no,7,flat,forward,ppmi,distance,space
M2788,no,no,7,flat,forward,ppmi,distance,graph
M2789,no,no,7,flat,forward,ppmi,cos,space
M2790,no,no,7,flat,forward,ppmi,cos,graph
M2791,no,no,7,flat,forward,ppmi,corr,space
M2792,no,no,7,flat,forward,ppmi,corr,graph
M2793,no,no,7,flat,forward,ppmi,r_distance,space
M2794,no,no,7,flat,forward,ppmi,r_distance,graph
M2795,no,no,7,flat,forward,ppmi,r_cos,space
M2796,no,no,7,flat,forward,ppmi,r_cos,graph
M2797,no,no,7,flat,forward,ppmi,r_corr,space
M2798,no,no,7,flat,forward,ppmi,r_corr,graph
M2799,no,no,7,flat,forward,ppmi,cooc,space
M2800,no,no,7,flat,forward,ppmi,cooc,graph
M2801,no,no,7,flat,forward,non,distance,space
M2802,no,no,7,flat,forward,non,distance,graph
M2803,no,no,7,flat,forward,non,cos,space
M2804,no,no,7,flat,forward,non,cos,graph
M2805,no,no,7,flat,forward,non,corr,space
M2806,no,no,7,flat,forward,non,corr,graph
M2807,no,no,7,flat,forward,non,r_distance,space
M2808,no,no,7,flat,forward,non,r_distance,graph
M2809,no,no,7,flat,forward,non,r_cos,space
M2810,no,no,7,flat,forward,non,r_cos,graph
M2811,no,no,7,flat,forward,non,r_corr,space
M2812,no,no,7,flat,forward,non,r_corr,graph
M2813,no,no,7,flat,forward,non,cooc,space
M2814,no,no,7,flat,forward,non,cooc,graph
M2815,no,no,7,flat,backward,log,distance,space
M2816,no,no,7,flat,backward,log,distance,graph
M2817,no,no,7,flat,backward,log,cos,space
M2818,no,no,7,flat,backward,log,cos,graph
M2819,no,no,7,flat,backward,log,corr,space
M2820,no,no,7,flat,backward,log,corr,graph
M2821,no,no,7,flat,backward,log,r_distance,space
M2822,no,no,7,flat,backward,log,r_distance,graph
M2823,no,no,7,flat,backward,log,r_cos,space
M2824,no,no,7,flat,backward,log,r_cos,graph
M2825,no,no,7,flat,backward,log,r_corr,space
M2826,no,no,7,flat,backward,log,r_corr,graph
M2827,no,no,7,flat,backward,log,cooc,space
M2828,no,no,7,flat,backward,log,cooc,graph
M2829,no,no,7,flat,backward,ppmi,distance,space
M2830,no,no,7,flat,backward,ppmi,distance,graph
M2831,no,no,7,flat,backward,ppmi,cos,space
M2832,no,no,7,flat,backward,ppmi,cos,graph
M2833,no,no,7,flat,backward,ppmi,corr,space
M2834,no,no,7,flat,backward,ppmi,corr,graph
M2835,no,no,7,flat,backward,ppmi,r_distance,space
M2836,no,no,7,flat,backward,ppmi,r_distance,graph
M2837,no,no,7,flat,backward,ppmi,r_cos,space
M2838,no,no,7,flat,backward,ppmi,r_cos,graph
M2839,no,no,7,flat,backward,ppmi,r_corr,space
M2840,no,no,7,flat,backward,ppmi,r_corr,graph
M2841,no,no,7,flat,backward,ppmi,cooc,space
M2842,no,no,7,flat,backward,ppmi,cooc,graph
M2843,no,no,7,flat,backward,non,distance,space
M2844,no,no,7,flat,backward,non,distance,graph
M2845,no,no,7,flat,backward,non,cos,space
M2846,no,no,7,flat,backward,non,cos,graph
M2847,no,no,7,flat,backward,non,corr,space
M2848,no,no,7,flat,backward,non,corr,graph
M2849,no,no,7,flat,backward,non,r_distance,space
M2850,no,no,7,flat,backward,non,r_distance,graph
M2851,no,no,7,flat,backward,non,r_cos,space
M2852,no,no,7,flat,backward,non,r_cos,graph
M2853,no,no,7,flat,backward,non,r_corr,space
M2854,no,no,7,flat,backward,non,r_corr,graph
M2855,no,no,7,flat,backward,non,cooc,space
M2856,no,no,7,flat,backward,non,cooc,graph
M2857,no,no,7,flat,summed,log,distance,space
M2858,no,no,7,flat,summed,log,distance,graph
M2859,no,no,7,flat,summed,log,cos,space
M2860,no,no,7,flat,summed,log,cos,graph
M2861,no,no,7,flat,summed,log,corr,space
M2862,no,no,7,flat,summed,log,corr,graph
M2863,no,no,7,flat,summed,log,r_distance,space
M2864,no,no,7,flat,summed,log,r_distance,graph
M2865,no,no,7,flat,summed,log,r_cos,space
M2866,no,no,7,flat,summed,log,r_cos,graph
M2867,no,no,7,flat,summed,log,r_corr,space
M2868,no,no,7,flat,summed,log,r_corr,graph
M2869,no,no,7,flat,summed,log,cooc,space
M2870,no,no,7,flat,summed,log,cooc,graph
M2871,no,no,7,flat,summed,ppmi,distance,space
M2872,no,no,7,flat,summed,ppmi,distance,graph
M2873,no,no,7,flat,summed,ppmi,cos,space
M2874,no,no,7,flat,summed,ppmi,cos,graph
M2875,no,no,7,flat,summed,ppmi,corr,space
M2876,no,no,7,flat,summed,ppmi,corr,graph
M2877,no,no,7,flat,summed,ppmi,r_distance,space
M2878,no,no,7,flat,summed,ppmi,r_distance,graph
M2879,no,no,7,flat,summed,ppmi,r_cos,space
M2880,no,no,7,flat,summed,ppmi,r_cos,graph
M2881,no,no,7,flat,summed,ppmi,r_corr,space
M2882,no,no,7,flat,summed,ppmi,r_corr,graph
M2883,no,no,7,flat,summed,ppmi,cooc,space
M2884,no,no,7,flat,summed,ppmi,cooc,graph
M2885,no,no,7,flat,summed,non,distance,space
M2886,no,no,7,flat,summed,non,distance,graph
M2887,no,no,7,flat,summed,non,cos,space
M2888,no,no,7,flat,summed,non,cos,graph
M2889,no,no,7,flat,summed,non,corr,space
M2890,no,no,7,flat,summed,non,corr,graph
M2891,no,no,7,flat,summed,non,r_distance,space
M2892,no,no,7,flat,summed,non,r_distance,graph
M2893,no,no,7,flat,summed,non,r_cos,space
M2894,no,no,7,flat,summed,non,r_cos,graph
M2895,no,no,7,flat,summed,non,r_corr,space
M2896,no,no,7,flat,summed,non,r_corr,graph
M2897,no,no,7,flat,summed,non,cooc,space
M2898,no,no,7,flat,summed,non,cooc,graph
M2899,no,no,7,linear,forward,log,distance,space
M2900,no,no,7,linear,forward,log,distance,graph
M2901,no,no,7,linear,forward,log,cos,space
M2902,no,no,7,linear,forward,log,cos,graph
M2903,no,no,7,linear,forward,log,corr,space
M2904,no,no,7,linear,forward,log,corr,graph
M2905,no,no,7,linear,forward,log,r_distance,space
M2906,no,no,7,linear,forward,log,r_distance,graph
M2907,no,no,7,linear,forward,log,r_cos,space
M2908,no,no,7,linear,forward,log,r_cos,graph
M2909,no,no,7,linear,forward,log,r_corr,space
M2910,no,no,7,linear,forward,log,r_corr,graph
M2911,no,no,7,linear,forward,log,cooc,space
M2912,no,no,7,linear,forward,log,cooc,graph
M2913,no,no,7,linear,forward,ppmi,distance,space
M2914,no,no,7,linear,forward,ppmi,distance,graph
M2915,no,no,7,linear,forward,ppmi,cos,space
M2916,no,no,7,linear,forward,ppmi,cos,graph
M2917,no,no,7,linear,forward,ppmi,corr,space
M2918,no,no,7,linear,forward,ppmi,corr,graph
M2919,no,no,7,linear,forward,ppmi,r_distance,space
M2920,no,no,7,linear,forward,ppmi,r_distance,graph
M2921,no,no,7,linear,forward,ppmi,r_cos,space
M2922,no,no,7,linear,forward,ppmi,r_cos,graph
M2923,no,no,7,linear,forward,ppmi,r_corr,space
M2924,no,no,7,linear,forward,ppmi,r_corr,graph
M2925,no,no,7,linear,forward,ppmi,cooc,space
M2926,no,no,7,linear,forward,ppmi,cooc,graph
M2927,no,no,7,linear,forward,non,distance,space
M2928,no,no,7,linear,forward,non,distance,graph
M2929,no,no,7,linear,forward,non,cos,space
M2930,no,no,7,linear,forward,non,cos,graph
M2931,no,no,7,linear,forward,non,corr,space
M2932,no,no,7,linear,forward,non,corr,graph
M2933,no,no,7,linear,forward,non,r_distance,space
M2934,no,no,7,linear,forward,non,r_distance,graph
M2935,no,no,7,linear,forward,non,r_cos,space
M2936,no,no,7,linear,forward,non,r_cos,graph
M2937,no,no,7,linear,forward,non,r_corr,space
M2938,no,no,7,linear,forward,non,r_corr,graph
M2939,no,no,7,linear,forward,non,cooc,space
M2940,no,no,7,linear,forward,non,cooc,graph
M2941,no,no,7,linear,backward,log,distance,space
M2942,no,no,7,linear,backward,log,distance,graph
M2943,no,no,7,linear,backward,log,cos,space
M2944,no,no,7,linear,backward,log,cos,graph
M2945,no,no,7,linear,backward,log,corr,space
M2946,no,no,7,linear,backward,log,corr,graph
M2947,no,no,7,linear,backward,log,r_distance,space
M2948,no,no,7,linear,backward,log,r_distance,graph
M2949,no,no,7,linear,backward,log,r_cos,space
M2950,no,no,7,linear,backward,log,r_cos,graph
M2951,no,no,7,linear,backward,log,r_corr,space
M2952,no,no,7,linear,backward,log,r_corr,graph
M2953,no,no,7,linear,backward,log,cooc,space
M2954,no,no,7,linear,backward,log,cooc,graph
M2955,no,no,7,linear,backward,ppmi,distance,space
M2956,no,no,7,linear,backward,ppmi,distance,graph
M2957,no,no,7,linear,backward,ppmi,cos,space
M2958,no,no,7,linear,backward,ppmi,cos,graph
M2959,no,no,7,linear,backward,ppmi,corr,space
M2960,no,no,7,linear,backward,ppmi,corr,graph
M2961,no,no,7,linear,backward,ppmi,r_distance,space
M2962,no,no,7,linear,backward,ppmi,r_distance,graph
M2963,no,no,7,linear,backward,ppmi,r_cos,space
M2964,no,no,7,linear,backward,ppmi,r_cos,graph
M2965,no,no,7,linear,backward,ppmi,r_corr,space
M2966,no,no,7,linear,backward,ppmi,r_corr,graph
M2967,no,no,7,linear,backward,ppmi,cooc,space
M2968,no,no,7,linear,backward,ppmi,cooc,graph
M2969,no,no,7,linear,backward,non,distance,space
M2970,no,no,7,linear,backward,non,distance,graph
M2971,no,no,7,linear,backward,non,cos,space
M2972,no,no,7,linear,backward,non,cos,graph
M2973,no,no,7,linear,backward,non,corr,space
M2974,no,no,7,linear,backward,non,corr,graph
M2975,no,no,7,linear,backward,non,r_distance,space
M2976,no,no,7,linear,backward,non,r_distance,graph
M2977,no,no,7,linear,backward,non,r_cos,space
M2978,no,no,7,linear,backward,non,r_cos,graph
M2979,no,no,7,linear,backward,non,r_corr,space
M2980,no,no,7,linear,backward,non,r_corr,graph
M2981,no,no,7,linear,backward,non,cooc,space
M2982,no,no,7,linear,backward,non,cooc,graph
M2983,no,no,7,linear,summed,log,distance,space
M2984,no,no,7,linear,summed,log,distance,graph
M2985,no,no,7,linear,summed,log,cos,space
M2986,no,no,7,linear,summed,log,cos,graph
M2987,no,no,7,linear,summed,log,corr,space
M2988,no,no,7,linear,summed,log,corr,graph
M2989,no,no,7,linear,summed,log,r_distance,space
M2990,no,no,7,linear,summed,log,r_distance,graph
M2991,no,no,7,linear,summed,log,r_cos,space
M2992,no,no,7,linear,summed,log,r_cos,graph
M2993,no,no,7,linear,summed,log,r_corr,space
M2994,no,no,7,linear,summed,log,r_corr,graph
M2995,no,no,7,linear,summed,log,cooc,space
M2996,no,no,7,linear,summed,log,cooc,graph
M2997,no,no,7,linear,summed,ppmi,distance,space
M2998,no,no,7,linear,summed,ppmi,distance,graph
M2999,no,no,7,linear,summed,ppmi,cos,space
M3000,no,no,7,linear,summed,ppmi,cos,graph
M3001,no,no,7,linear,summed,ppmi,corr,space
M3002,no,no,7,linear,summed,ppmi,corr,graph
M3003,no,no,7,linear,summed,ppmi,r_distance,space
M3004,no,no,7,linear,summed,ppmi,r_distance,graph
M3005,no,no,7,linear,summed,ppmi,r_cos,space
M3006,no,no,7,linear,summed,ppmi,r_cos,graph
M3007,no,no,7,linear,summed,ppmi,r_corr,space
M3008,no,no,7,linear,summed,ppmi,r_corr,graph
M3009,no,no,7,linear,summed,ppmi,cooc,space
M3010,no,no,7,linear,summed,ppmi,cooc,graph
M3011,no,no,7,linear,summed,non,distance,space
M3012,no,no,7,linear,summed,non,distance,graph
M3013,no,no,7,linear,summed,non,cos,space
M3014,no,no,7,linear,summed,non,cos,graph
M3015,no,no,7,linear,summed,non,corr,space
M3016,no,no,7,linear,summed,non,corr,graph
M3017,no,no,7,linear,summed,non,r_distance,space
M3018,no,no,7,linear,summed,non,r_distance,graph
M3019,no,no,7,linear,summed,non,r_cos,space
M3020,no,no,7,linear,summed,non,r_cos,graph
M3021,no,no,7,linear,summed,non,r_corr,space
M3022,no,no,7,linear,summed,non,r_corr,graph
M3023,no,no,7,linear,summed,non,cooc,space
M3024,no,no,7,linear,summed,non,cooc,graph
