,Model,period,boundary,window_size,window_weight,window_type,normalization,encode,representation,mean,std_error
2459,M2460,no,no,1,linear,backward,ppmi,r_cos,graph,0.14063385299731163,0.3363236897935704
2460,M2461,no,no,1,linear,backward,ppmi,r_corr,space,-0.1155413963736894,0.33173409057482767
2461,M2462,no,no,1,linear,backward,ppmi,r_corr,graph,0.12691589895236582,0.45901636586575595
2462,M2463,no,no,1,linear,backward,ppmi,cooc,space,0.6117860489060514,0.009768163182860586
2463,M2464,no,no,1,linear,backward,ppmi,cooc,graph,0.7062722181934835,0.02349148565971351
2464,M2465,no,no,1,linear,backward,non,distance,space,0.6787035744972297,0.007408652294665603
2465,M2466,no,no,1,linear,backward,non,distance,graph,0.6471588204113724,0.021296545517258708
2466,M2467,no,no,1,linear,backward,non,cos,space,0.7558827071067171,0.002511757103677287
2467,M2468,no,no,1,linear,backward,non,cos,graph,0.7182399219336875,0.004460422203087897
2468,M2469,no,no,1,linear,backward,non,corr,space,-0.695724774668738,0.009823235183640065
2469,M2470,no,no,1,linear,backward,non,corr,graph,-0.7291851092399195,0.015983489817913046
2470,M2471,no,no,1,linear,backward,non,r_distance,space,0.6809006580219631,0.008678465365920571
2471,M2472,no,no,1,linear,backward,non,r_distance,graph,0.4701466741519057,0.015945810607669277
2472,M2473,no,no,1,linear,backward,non,r_cos,space,0.021816195132278587,0.15963638389792842
2473,M2474,no,no,1,linear,backward,non,r_cos,graph,0.009635829098124968,0.20056992020197342
2474,M2475,no,no,1,linear,backward,non,r_corr,space,0.3152500293073748,0.4667232964628026
2475,M2476,no,no,1,linear,backward,non,r_corr,graph,0.3486493822937115,0.39927892220354855
2476,M2477,no,no,1,linear,backward,non,cooc,space,0.6457720165663758,0.005318163329012707
2477,M2478,no,no,1,linear,backward,non,cooc,graph,0.673959758761842,0.015999984885231654
2478,M2479,no,no,1,linear,summed,log,distance,space,0.7231186468247797,0.010209405451205952
2479,M2480,no,no,1,linear,summed,log,distance,graph,0.5285006428890486,0.03410154076709668
2480,M2481,no,no,1,linear,summed,log,cos,space,0.7469800975824391,0.0021778013235843976
2481,M2482,no,no,1,linear,summed,log,cos,graph,0.40902279525556884,0.021287508592479878
2482,M2483,no,no,1,linear,summed,log,corr,space,-0.3423270714522606,0.026657638958908873
2483,M2484,no,no,1,linear,summed,log,corr,graph,-0.5521493302609362,0.019628155558286384
2484,M2485,no,no,1,linear,summed,log,r_distance,space,0.7135143434642954,0.014693390091127521
2485,M2486,no,no,1,linear,summed,log,r_distance,graph,0.5974942213480421,0.03538852214112279
2486,M2487,no,no,1,linear,summed,log,r_cos,space,-0.056845807406837964,0.01937257941716847
2487,M2488,no,no,1,linear,summed,log,r_cos,graph,-0.09435829474476276,0.03265852536751317
2488,M2489,no,no,1,linear,summed,log,r_corr,space,0.3910764778947412,0.033471852678636914
2489,M2490,no,no,1,linear,summed,log,r_corr,graph,0.0422224582900325,0.05732077642860886
2490,M2491,no,no,1,linear,summed,log,cooc,space,0.7420150584005383,0.013043791989281099
2491,M2492,no,no,1,linear,summed,log,cooc,graph,0.7014160293346539,0.013384042105509112
2492,M2493,no,no,1,linear,summed,ppmi,distance,space,0.7485320708473469,0.008145694928637329
2493,M2494,no,no,1,linear,summed,ppmi,distance,graph,0.34714490614121074,0.01103865476378741
2494,M2495,no,no,1,linear,summed,ppmi,cos,space,0.7419162845176063,0.003735482751513749
2495,M2496,no,no,1,linear,summed,ppmi,cos,graph,0.4704605476446438,0.054328569019296606
2496,M2497,no,no,1,linear,summed,ppmi,corr,space,-0.6076374781686298,0.027409549895764093
2497,M2498,no,no,1,linear,summed,ppmi,corr,graph,-0.33981879484485233,0.06614648205330703
2498,M2499,no,no,1,linear,summed,ppmi,r_distance,space,0.7474431752165691,0.00575659521912568
2499,M2500,no,no,1,linear,summed,ppmi,r_distance,graph,0.41112454345944993,0.03387759389663802
2500,M2501,no,no,1,linear,summed,ppmi,r_cos,space,0.4809887299752117,0.16912633368737592
2501,M2502,no,no,1,linear,summed,ppmi,r_cos,graph,0.2697188414701543,0.0802908743162179
2502,M2503,no,no,1,linear,summed,ppmi,r_corr,space,0.3860784968670827,0.2229571697515957
2503,M2504,no,no,1,linear,summed,ppmi,r_corr,graph,0.21691341960627186,0.14294998683212984
2504,M2505,no,no,1,linear,summed,ppmi,cooc,space,0.7431732008318682,0.016135756338810193
2505,M2506,no,no,1,linear,summed,ppmi,cooc,graph,0.6186215935324944,0.0671198966838335
2506,M2507,no,no,1,linear,summed,non,distance,space,0.6906635138910997,0.008810879730831606
2507,M2508,no,no,1,linear,summed,non,distance,graph,0.6485190582292766,0.020214087824901625
2508,M2509,no,no,1,linear,summed,non,cos,space,0.7358843031677471,0.004645854135689879
2509,M2510,no,no,1,linear,summed,non,cos,graph,0.6417362567830798,0.021695200604383756
2510,M2511,no,no,1,linear,summed,non,corr,space,-0.25948824394665004,0.04757082929169202
2511,M2512,no,no,1,linear,summed,non,corr,graph,-0.40334980886320515,0.0661174160036241
2512,M2513,no,no,1,linear,summed,non,r_distance,space,0.688906331615101,0.009664710537793721
2513,M2514,no,no,1,linear,summed,non,r_distance,graph,0.607531038698066,0.034376607070831046
2514,M2515,no,no,1,linear,summed,non,r_cos,space,-0.06389419251786546,0.030106099920147573
2515,M2516,no,no,1,linear,summed,non,r_cos,graph,-0.18846238252216652,0.0351028962475183
2516,M2517,no,no,1,linear,summed,non,r_corr,space,-0.04396343195405671,0.0326259953964487
2517,M2518,no,no,1,linear,summed,non,r_corr,graph,-0.22522124218631356,0.04867808681522533
2518,M2519,no,no,1,linear,summed,non,cooc,space,0.7806429000386965,0.005538560448704453
2519,M2520,no,no,1,linear,summed,non,cooc,graph,0.34396854472767124,0.01587417731741712
2520,M2521,no,no,2,flat,forward,log,distance,space,0.7591080376346249,0.006576262657150387
2521,M2522,no,no,2,flat,forward,log,distance,graph,0.5322420341270742,0.01965729204457372
2522,M2523,no,no,2,flat,forward,log,cos,space,0.7545135779701401,0.009415299421388025
2523,M2524,no,no,2,flat,forward,log,cos,graph,0.5939858706318228,0.02554952728501125
2524,M2525,no,no,2,flat,forward,log,corr,space,0.6555808187841482,0.024920239609251573
2525,M2526,no,no,2,flat,forward,log,corr,graph,0.4053933273105928,0.06083732565354633
2526,M2527,no,no,2,flat,forward,log,r_distance,space,0.7394166201603923,0.008133749460062036
2527,M2528,no,no,2,flat,forward,log,r_distance,graph,0.5884650822906407,0.012316668157615932
2528,M2529,no,no,2,flat,forward,log,r_cos,space,0.56763769237165,0.025844048526289236
2529,M2530,no,no,2,flat,forward,log,r_cos,graph,0.31639754441535706,0.0446341373423286
2530,M2531,no,no,2,flat,forward,log,r_corr,space,0.2784257925568513,0.11911713621095604
2531,M2532,no,no,2,flat,forward,log,r_corr,graph,0.4152830563991456,0.06387496455988254
2532,M2533,no,no,2,flat,forward,log,cooc,space,0.6609270816194087,0.009006964608090919
2533,M2534,no,no,2,flat,forward,log,cooc,graph,0.7286375795990778,0.017463080888557345
2534,M2535,no,no,2,flat,forward,ppmi,distance,space,0.7450909399627881,0.008477187002611975
2535,M2536,no,no,2,flat,forward,ppmi,distance,graph,0.44884475048140704,0.024231605775009133
2536,M2537,no,no,2,flat,forward,ppmi,cos,space,0.7275797727339931,0.007551022134283169
2537,M2538,no,no,2,flat,forward,ppmi,cos,graph,0.6361372175489466,0.021633508828826135
2538,M2539,no,no,2,flat,forward,ppmi,corr,space,-0.06379511938256427,0.03343164383268736
2539,M2540,no,no,2,flat,forward,ppmi,corr,graph,-0.041469437172312815,0.02989542752651926
2540,M2541,no,no,2,flat,forward,ppmi,r_distance,space,0.7227178455640988,0.009294272887742476
2541,M2542,no,no,2,flat,forward,ppmi,r_distance,graph,0.4934698059957533,0.02782061973828025
2542,M2543,no,no,2,flat,forward,ppmi,r_cos,space,0.48140756343708035,0.024913458309720617
2543,M2544,no,no,2,flat,forward,ppmi,r_cos,graph,0.35807383013843,0.02641223778044672
2544,M2545,no,no,2,flat,forward,ppmi,r_corr,space,0.5230385562411726,0.19043290987343806
2545,M2546,no,no,2,flat,forward,ppmi,r_corr,graph,0.432383274358026,0.04772034551149693
2546,M2547,no,no,2,flat,forward,ppmi,cooc,space,0.6435766573811209,0.02121422625770796
2547,M2548,no,no,2,flat,forward,ppmi,cooc,graph,0.7391108477832764,0.017402618834581232
2548,M2549,no,no,2,flat,forward,non,distance,space,0.7260527490140893,0.009127817979536091
2549,M2550,no,no,2,flat,forward,non,distance,graph,0.6576251921094003,0.03144351669360371
2550,M2551,no,no,2,flat,forward,non,cos,space,0.7553029381033103,0.010639347863878183
2551,M2552,no,no,2,flat,forward,non,cos,graph,0.6615892555318703,0.019318071490119465
2552,M2553,no,no,2,flat,forward,non,corr,space,0.6327599402281822,0.03569306047961702
2553,M2554,no,no,2,flat,forward,non,corr,graph,0.26903732653599044,0.03160998101758008
2554,M2555,no,no,2,flat,forward,non,r_distance,space,0.7130517367977903,0.012436424789205031
2555,M2556,no,no,2,flat,forward,non,r_distance,graph,0.6675053712065975,0.020990259363056374
2556,M2557,no,no,2,flat,forward,non,r_cos,space,0.5589312644440645,0.03131864158761178
2557,M2558,no,no,2,flat,forward,non,r_cos,graph,0.377294447830347,0.05732295500757923
2558,M2559,no,no,2,flat,forward,non,r_corr,space,0.5296576812299307,0.10544957558489657
2559,M2560,no,no,2,flat,forward,non,r_corr,graph,0.4325557135193135,0.13000768436138674
2560,M2561,no,no,2,flat,forward,non,cooc,space,0.7237510706737009,0.006686816789614598
2561,M2562,no,no,2,flat,forward,non,cooc,graph,0.6676018109186825,0.01563853653636417
2562,M2563,no,no,2,flat,backward,log,distance,space,0.7292051989229151,0.005263049428219026
2563,M2564,no,no,2,flat,backward,log,distance,graph,0.5982750000493238,0.010243589391254486
2564,M2565,no,no,2,flat,backward,log,cos,space,0.7464323628392148,0.004774952070960692
2565,M2566,no,no,2,flat,backward,log,cos,graph,0.6030479208578907,0.003961508687905227
2566,M2567,no,no,2,flat,backward,log,corr,space,0.6164894210524906,0.018759085317049496
2567,M2568,no,no,2,flat,backward,log,corr,graph,0.5417855374076149,0.012530457783172055
2568,M2569,no,no,2,flat,backward,log,r_distance,space,0.72140108739537,0.008947958189332798
2569,M2570,no,no,2,flat,backward,log,r_distance,graph,0.5367412142299988,0.03618369240722531
2570,M2571,no,no,2,flat,backward,log,r_cos,space,0.48442404912829024,0.02896487833933241
2571,M2572,no,no,2,flat,backward,log,r_cos,graph,0.4612947040460167,0.037608388284237224
2572,M2573,no,no,2,flat,backward,log,r_corr,space,0.3223886160118453,0.05775823052543766
2573,M2574,no,no,2,flat,backward,log,r_corr,graph,0.2889977166148642,0.03158141909389809
2574,M2575,no,no,2,flat,backward,log,cooc,space,0.7317380965650031,0.011089040652822152
2575,M2576,no,no,2,flat,backward,log,cooc,graph,0.6979775817917687,0.010497215424578545
2576,M2577,no,no,2,flat,backward,ppmi,distance,space,0.7532216736848526,0.006749169691263808
2577,M2578,no,no,2,flat,backward,ppmi,distance,graph,0.36864227446453324,0.015457173195585917
2578,M2579,no,no,2,flat,backward,ppmi,cos,space,0.7472781757386597,0.009210406013361516
2579,M2580,no,no,2,flat,backward,ppmi,cos,graph,0.622436770894093,0.0171104888932978
2580,M2581,no,no,2,flat,backward,ppmi,corr,space,-0.03712767898089089,0.044562427399730285
2581,M2582,no,no,2,flat,backward,ppmi,corr,graph,-0.01966399577341731,0.01873307669118171
2582,M2583,no,no,2,flat,backward,ppmi,r_distance,space,0.7505951844350873,0.0070106978595796815
2583,M2584,no,no,2,flat,backward,ppmi,r_distance,graph,0.46735814569849826,0.021404781684882856
2584,M2585,no,no,2,flat,backward,ppmi,r_cos,space,0.45460593200147253,0.039400313001693776
2585,M2586,no,no,2,flat,backward,ppmi,r_cos,graph,0.35601429205387186,0.02436052123442744
2586,M2587,no,no,2,flat,backward,ppmi,r_corr,space,0.28125948689552355,0.3028605701509662
2587,M2588,no,no,2,flat,backward,ppmi,r_corr,graph,0.17925097372527407,0.20606532996014618
2588,M2589,no,no,2,flat,backward,ppmi,cooc,space,0.6787911904060018,0.015456225284673341
2589,M2590,no,no,2,flat,backward,ppmi,cooc,graph,0.7391108477832764,0.017402618834581232
2590,M2591,no,no,2,flat,backward,non,distance,space,0.6985403220354442,0.009990904607290858
2591,M2592,no,no,2,flat,backward,non,distance,graph,0.6655386371894685,0.02430324217519832
2592,M2593,no,no,2,flat,backward,non,cos,space,0.7259574860648254,0.008931193833579562
2593,M2594,no,no,2,flat,backward,non,cos,graph,0.7169859259059594,0.01323427754416716
2594,M2595,no,no,2,flat,backward,non,corr,space,0.694877948526371,0.019723422687248415
2595,M2596,no,no,2,flat,backward,non,corr,graph,0.654205463194317,0.024220582011850955
2596,M2597,no,no,2,flat,backward,non,r_distance,space,0.7031941499772771,0.005279999428834557
2597,M2598,no,no,2,flat,backward,non,r_distance,graph,0.6697710706209555,0.04045549410813746
2598,M2599,no,no,2,flat,backward,non,r_cos,space,0.6049506430879268,0.045836868999770665
2599,M2600,no,no,2,flat,backward,non,r_cos,graph,0.5235227566511492,0.07105480608614839
2600,M2601,no,no,2,flat,backward,non,r_corr,space,0.29799795538941043,0.1370982973645691
2601,M2602,no,no,2,flat,backward,non,r_corr,graph,0.11332518435968544,0.20257650162497962
2602,M2603,no,no,2,flat,backward,non,cooc,space,0.7641703710115364,0.006464431653092072
2603,M2604,no,no,2,flat,backward,non,cooc,graph,0.6676018109186825,0.01563853653636417
2604,M2605,no,no,2,flat,summed,log,distance,space,0.7469789942505407,0.005869307877475118
2605,M2606,no,no,2,flat,summed,log,distance,graph,0.4341064481584168,0.015638142018150593
2606,M2607,no,no,2,flat,summed,log,cos,space,0.7516159571803823,0.005765008893368564
2607,M2608,no,no,2,flat,summed,log,cos,graph,0.4344856362226503,0.01564011170213647
2608,M2609,no,no,2,flat,summed,log,corr,space,0.6879257243797081,0.048779872124114915
2609,M2610,no,no,2,flat,summed,log,corr,graph,0.3979510699706829,0.03383363185763968
2610,M2611,no,no,2,flat,summed,log,r_distance,space,0.7342341921512855,0.004817176080205048
2611,M2612,no,no,2,flat,summed,log,r_distance,graph,0.5565257254013452,0.04408921685570303
2612,M2613,no,no,2,flat,summed,log,r_cos,space,0.3207360674708915,0.04516141433916982
2613,M2614,no,no,2,flat,summed,log,r_cos,graph,0.3446372250835644,0.056630043986444924
2614,M2615,no,no,2,flat,summed,log,r_corr,space,0.1999608796251835,0.19859088498205069
2615,M2616,no,no,2,flat,summed,log,r_corr,graph,0.2911432411229762,0.11650839634753683
2616,M2617,no,no,2,flat,summed,log,cooc,space,0.7433307614420145,0.013627975619191691
2617,M2618,no,no,2,flat,summed,log,cooc,graph,0.6641036488870975,0.013460098748592376
2618,M2619,no,no,2,flat,summed,ppmi,distance,space,0.7510522770029087,0.006268588539795106
2619,M2620,no,no,2,flat,summed,ppmi,distance,graph,0.3705480876367127,0.009594289400157384
2620,M2621,no,no,2,flat,summed,ppmi,cos,space,0.733157856856634,0.011623272850529267
2621,M2622,no,no,2,flat,summed,ppmi,cos,graph,0.6051980066318152,0.0118304435800695
2622,M2623,no,no,2,flat,summed,ppmi,corr,space,-0.09602717146882898,0.04633675726852587
2623,M2624,no,no,2,flat,summed,ppmi,corr,graph,-0.1030334196765662,0.020210923480738045
2624,M2625,no,no,2,flat,summed,ppmi,r_distance,space,0.7496417349624284,0.010596341498802246
2625,M2626,no,no,2,flat,summed,ppmi,r_distance,graph,0.44543376680889935,0.00794241332077954
2626,M2627,no,no,2,flat,summed,ppmi,r_cos,space,0.47684489236233707,0.04863788902280585
2627,M2628,no,no,2,flat,summed,ppmi,r_cos,graph,0.2663745847359902,0.04909393036833174
2628,M2629,no,no,2,flat,summed,ppmi,r_corr,space,0.3809959267842906,0.05725879984016105
2629,M2630,no,no,2,flat,summed,ppmi,r_corr,graph,0.22271798853610023,0.11663773906079423
2630,M2631,no,no,2,flat,summed,ppmi,cooc,space,0.7293804642790302,0.01984162866324776
2631,M2632,no,no,2,flat,summed,ppmi,cooc,graph,0.6771687477215144,0.014475800899873166
2632,M2633,no,no,2,flat,summed,non,distance,space,0.7109991005519092,0.01029989468152891
2633,M2634,no,no,2,flat,summed,non,distance,graph,0.6685386983683925,0.02428698998789961
2634,M2635,no,no,2,flat,summed,non,cos,space,0.7398912889635556,0.010334388400729122
2635,M2636,no,no,2,flat,summed,non,cos,graph,0.7412489031049633,0.012936699796805395
2636,M2637,no,no,2,flat,summed,non,corr,space,0.7260978220719095,0.020567128080162842
2637,M2638,no,no,2,flat,summed,non,corr,graph,0.595982436250177,0.05535944362877011
2638,M2639,no,no,2,flat,summed,non,r_distance,space,0.7107822874501312,0.014756204789770374
2639,M2640,no,no,2,flat,summed,non,r_distance,graph,0.6751681237254636,0.0271664239326001
2640,M2641,no,no,2,flat,summed,non,r_cos,space,0.597462370065293,0.0382888935842928
2641,M2642,no,no,2,flat,summed,non,r_cos,graph,0.5140030890336618,0.10129544362321484
2642,M2643,no,no,2,flat,summed,non,r_corr,space,0.3172443881845566,0.1525667049159659
2643,M2644,no,no,2,flat,summed,non,r_corr,graph,0.23739299280677964,0.14642398449401028
2644,M2645,no,no,2,flat,summed,non,cooc,space,0.7785108804539017,0.0051439542203414075
2645,M2646,no,no,2,flat,summed,non,cooc,graph,0.6499295729309293,0.014124188105649586
2646,M2647,no,no,2,linear,forward,log,distance,space,0.757324264767939,0.0065686803333664156
2647,M2648,no,no,2,linear,forward,log,distance,graph,0.5816031147790448,0.027527811799212508
2648,M2649,no,no,2,linear,forward,log,cos,space,0.7468848967235576,0.008344664580936696
2649,M2650,no,no,2,linear,forward,log,cos,graph,0.6425950503582483,0.03114643039952462
2650,M2651,no,no,2,linear,forward,log,corr,space,0.5567030047402407,0.018958353784583114
2651,M2652,no,no,2,linear,forward,log,corr,graph,0.2629367091179036,0.04907027314882639
2652,M2653,no,no,2,linear,forward,log,r_distance,space,0.7387886324316775,0.008385064405020907
2653,M2654,no,no,2,linear,forward,log,r_distance,graph,0.6387728152308982,0.025173943303170333
2654,M2655,no,no,2,linear,forward,log,r_cos,space,0.5997768110618716,0.02253899161075367
2655,M2656,no,no,2,linear,forward,log,r_cos,graph,0.2726517965591578,0.03392702163795377
2656,M2657,no,no,2,linear,forward,log,r_corr,space,0.2729410453635531,0.10838725883654202
2657,M2658,no,no,2,linear,forward,log,r_corr,graph,0.41419768030502346,0.04424764099178339
2658,M2659,no,no,2,linear,forward,log,cooc,space,0.6633280780139987,0.008934501358273877
2659,M2660,no,no,2,linear,forward,log,cooc,graph,0.7452361675414544,0.01901095994597432
2660,M2661,no,no,2,linear,forward,ppmi,distance,space,0.7312123768998104,0.009241113570788058
2661,M2662,no,no,2,linear,forward,ppmi,distance,graph,0.4099715037343737,0.014451452454592291
2662,M2663,no,no,2,linear,forward,ppmi,cos,space,0.7222676373088102,0.011221118706275754
2663,M2664,no,no,2,linear,forward,ppmi,cos,graph,0.602077356775603,0.013620436108289068
2664,M2665,no,no,2,linear,forward,ppmi,corr,space,-0.37433079397832936,0.054603822978167856
2665,M2666,no,no,2,linear,forward,ppmi,corr,graph,-0.05994552868727502,0.018982221759300106
2666,M2667,no,no,2,linear,forward,ppmi,r_distance,space,0.7185009464631101,0.009398058950608485
2667,M2668,no,no,2,linear,forward,ppmi,r_distance,graph,0.4764619581205273,0.031185716884807906
2668,M2669,no,no,2,linear,forward,ppmi,r_cos,space,0.3908261301305026,0.04377605057705965
2669,M2670,no,no,2,linear,forward,ppmi,r_cos,graph,0.36352378065380664,0.03160728173605184
2670,M2671,no,no,2,linear,forward,ppmi,r_corr,space,0.4708499435891144,0.13317659860863404
2671,M2672,no,no,2,linear,forward,ppmi,r_corr,graph,0.4238953912880258,0.032825222566480086
2672,M2673,no,no,2,linear,forward,ppmi,cooc,space,0.630679128440282,0.00823640804527622
2673,M2674,no,no,2,linear,forward,ppmi,cooc,graph,0.7543936102813158,0.019158636263996522
2674,M2675,no,no,2,linear,forward,non,distance,space,0.7064765242685747,0.00838034928609341
2675,M2676,no,no,2,linear,forward,non,distance,graph,0.6438697391885642,0.027209516767796364
2676,M2677,no,no,2,linear,forward,non,cos,space,0.7557628493462121,0.00849135904054629
2677,M2678,no,no,2,linear,forward,non,cos,graph,0.6597805792947755,0.02106874454146073
2678,M2679,no,no,2,linear,forward,non,corr,space,0.447374564966053,0.035967550715198075
2679,M2680,no,no,2,linear,forward,non,corr,graph,0.1541429295154239,0.03396007735770712
2680,M2681,no,no,2,linear,forward,non,r_distance,space,0.6960667446631343,0.010191869668043576
2681,M2682,no,no,2,linear,forward,non,r_distance,graph,0.6291385787817937,0.0292469792929798
2682,M2683,no,no,2,linear,forward,non,r_cos,space,0.221938329741817,0.03282216890254634
2683,M2684,no,no,2,linear,forward,non,r_cos,graph,-0.1524384622928185,0.04747774367331554
2684,M2685,no,no,2,linear,forward,non,r_corr,space,0.2997725227378042,0.022260291733091752
2685,M2686,no,no,2,linear,forward,non,r_corr,graph,-0.12871595368275895,0.05480155815120873
2686,M2687,no,no,2,linear,forward,non,cooc,space,0.7237510706737009,0.006686816789614598
2687,M2688,no,no,2,linear,forward,non,cooc,graph,0.687091396041074,0.01687187660879382
2688,M2689,no,no,2,linear,backward,log,distance,space,0.7292787144537568,0.00569794411758897
2689,M2690,no,no,2,linear,backward,log,distance,graph,0.6043883660722147,0.006869864787664892
2690,M2691,no,no,2,linear,backward,log,cos,space,0.7479233068197859,0.005756120722525988
2691,M2692,no,no,2,linear,backward,log,cos,graph,0.6009083991271003,0.004356535742731835
2692,M2693,no,no,2,linear,backward,log,corr,space,0.6232773640480468,0.02017042908302974
2693,M2694,no,no,2,linear,backward,log,corr,graph,0.5402669307257602,0.0058056149804555516
2694,M2695,no,no,2,linear,backward,log,r_distance,space,0.7232418962679912,0.007873946569733413
2695,M2696,no,no,2,linear,backward,log,r_distance,graph,0.5415617170413259,0.036730173114833266
2696,M2697,no,no,2,linear,backward,log,r_cos,space,0.5171874736158069,0.026724050171213137
2697,M2698,no,no,2,linear,backward,log,r_cos,graph,0.4668098249336313,0.03556781237811784
2698,M2699,no,no,2,linear,backward,log,r_corr,space,0.29884053484868656,0.11978010485669718
2699,M2700,no,no,2,linear,backward,log,r_corr,graph,0.2072517343602535,0.113850508890629
2700,M2701,no,no,2,linear,backward,log,cooc,space,0.7303232672986771,0.01044765253255024
2701,M2702,no,no,2,linear,backward,log,cooc,graph,0.7020076304078259,0.011330483638135496
2702,M2703,no,no,2,linear,backward,ppmi,distance,space,0.75102051960269,0.006652602460623757
2703,M2704,no,no,2,linear,backward,ppmi,distance,graph,0.36414641617340343,0.013751232561845128
2704,M2705,no,no,2,linear,backward,ppmi,cos,space,0.7317509888082278,0.01091419638175178
2705,M2706,no,no,2,linear,backward,ppmi,cos,graph,0.6597775238966739,0.013024754462978166
2706,M2707,no,no,2,linear,backward,ppmi,corr,space,-0.22935032156812457,0.07028267171531541
2707,M2708,no,no,2,linear,backward,ppmi,corr,graph,-0.16587071505618342,0.024739435480441576
2708,M2709,no,no,2,linear,backward,ppmi,r_distance,space,0.7493323097995119,0.00616497080751649
2709,M2710,no,no,2,linear,backward,ppmi,r_distance,graph,0.45753490973999966,0.033287452694766954
2710,M2711,no,no,2,linear,backward,ppmi,r_cos,space,0.4816300912599002,0.0520268699012949
2711,M2712,no,no,2,linear,backward,ppmi,r_cos,graph,0.3780245472761117,0.04589539601552506
2712,M2713,no,no,2,linear,backward,ppmi,r_corr,space,0.5984792896084479,0.1299532837164685
2713,M2714,no,no,2,linear,backward,ppmi,r_corr,graph,0.45380118373217815,0.046627104308815365
2714,M2715,no,no,2,linear,backward,ppmi,cooc,space,0.6449466947719624,0.007024515971919283
2715,M2716,no,no,2,linear,backward,ppmi,cooc,graph,0.7543936102813158,0.019158636263996522
2716,M2717,no,no,2,linear,backward,non,distance,space,0.691575928856378,0.008534899167797535
2717,M2718,no,no,2,linear,backward,non,distance,graph,0.6650158566259252,0.02101359582489442
2718,M2719,no,no,2,linear,backward,non,cos,space,0.7221634876133772,0.00924533879021014
2719,M2720,no,no,2,linear,backward,non,cos,graph,0.7167040153260839,0.01034507700402525
2720,M2721,no,no,2,linear,backward,non,corr,space,0.6550252431905201,0.024666698605132757
2721,M2722,no,no,2,linear,backward,non,corr,graph,0.6088395058770576,0.03996623301351926
2722,M2723,no,no,2,linear,backward,non,r_distance,space,0.6920286472288387,0.009633485364923325
2723,M2724,no,no,2,linear,backward,non,r_distance,graph,0.6538992297261489,0.024710378504450615
2724,M2725,no,no,2,linear,backward,non,r_cos,space,0.2553875318298503,0.08398412393786768
2725,M2726,no,no,2,linear,backward,non,r_cos,graph,0.16722612380080645,0.135877874140615
2726,M2727,no,no,2,linear,backward,non,r_corr,space,0.38292931100699423,0.2422476776925424
2727,M2728,no,no,2,linear,backward,non,r_corr,graph,0.22367477341243083,0.1111334118594509
2728,M2729,no,no,2,linear,backward,non,cooc,space,0.7641703710115364,0.006464431653092072
2729,M2730,no,no,2,linear,backward,non,cooc,graph,0.687091396041074,0.01687187660879382
2730,M2731,no,no,2,linear,summed,log,distance,space,0.7463285500742243,0.006800348975726438
2731,M2732,no,no,2,linear,summed,log,distance,graph,0.4434796203035911,0.012393061014278334
2732,M2733,no,no,2,linear,summed,log,cos,space,0.7497508493047016,0.007397891873288878
2733,M2734,no,no,2,linear,summed,log,cos,graph,0.4344128410353848,0.012885025087406144
2734,M2735,no,no,2,linear,summed,log,corr,space,0.5944419282124235,0.037448313342749735
2735,M2736,no,no,2,linear,summed,log,corr,graph,0.33235222633070893,0.022077447215785903
2736,M2737,no,no,2,linear,summed,log,r_distance,space,0.735107761855071,0.006022036585594791
2737,M2738,no,no,2,linear,summed,log,r_distance,graph,0.5584349293178329,0.034876718791048124
2738,M2739,no,no,2,linear,summed,log,r_cos,space,0.29516059840723996,0.047543268898466516
2739,M2740,no,no,2,linear,summed,log,r_cos,graph,0.3194693352356566,0.05867708524602963
2740,M2741,no,no,2,linear,summed,log,r_corr,space,0.34442489316740266,0.08491756930215862
2741,M2742,no,no,2,linear,summed,log,r_corr,graph,0.27607996650142824,0.04101676684206226
2742,M2743,no,no,2,linear,summed,log,cooc,space,0.7417477146932129,0.01389818452342598
2743,M2744,no,no,2,linear,summed,log,cooc,graph,0.6813728324387422,0.014260322931408845
2744,M2745,no,no,2,linear,summed,ppmi,distance,space,0.7441317151756885,0.007711745960327126
2745,M2746,no,no,2,linear,summed,ppmi,distance,graph,0.3576141981383828,0.012193996395536815
2746,M2747,no,no,2,linear,summed,ppmi,cos,space,0.7257561335472565,0.011484868147584308
2747,M2748,no,no,2,linear,summed,ppmi,cos,graph,0.5694221757534631,0.018595955535297092
2748,M2749,no,no,2,linear,summed,ppmi,corr,space,-0.3489205233525229,0.04070095494848471
2749,M2750,no,no,2,linear,summed,ppmi,corr,graph,-0.2674532457485193,0.02531467863371056
2750,M2751,no,no,2,linear,summed,ppmi,r_distance,space,0.7487614465055918,0.009715567698261245
2751,M2752,no,no,2,linear,summed,ppmi,r_distance,graph,0.44821278980729956,0.01366397443562135
2752,M2753,no,no,2,linear,summed,ppmi,r_cos,space,0.547898067785277,0.025483401022730584
2753,M2754,no,no,2,linear,summed,ppmi,r_cos,graph,0.2859552923590862,0.038717313595753734
2754,M2755,no,no,2,linear,summed,ppmi,r_corr,space,0.4832388975466534,0.05300663877414003
2755,M2756,no,no,2,linear,summed,ppmi,r_corr,graph,0.28287285389364375,0.09399860005725495
2756,M2757,no,no,2,linear,summed,ppmi,cooc,space,0.7435010632570326,0.015782106765621008
2757,M2758,no,no,2,linear,summed,ppmi,cooc,graph,0.6759272281437774,0.026855454802690647
