,Model,period,boundary,window_size,window_weight,window_type,normalization,encode,representation,mean,std_error
658,M659,yes,yes,7,linear,forward,non,distance,space,0.7471498936716127,0.004377409984510412
659,M660,yes,yes,7,linear,forward,non,distance,graph,0.6655671703542174,0.024200559747950597
660,M661,yes,yes,7,linear,forward,non,cos,space,0.753968252940405,0.014112687806866853
661,M662,yes,yes,7,linear,forward,non,cos,graph,0.6793826399669805,0.02353204338697837
662,M663,yes,yes,7,linear,forward,non,corr,space,0.7479524634549132,0.012587829892041498
663,M664,yes,yes,7,linear,forward,non,corr,graph,0.5767168088962862,0.0355390411031068
664,M665,yes,yes,7,linear,forward,non,r_distance,space,0.686389475251836,0.009365506235044696
665,M666,yes,yes,7,linear,forward,non,r_distance,graph,0.6339608354636913,0.02337864055430944
666,M667,yes,yes,7,linear,forward,non,r_cos,space,0.372301086897414,0.03464911541580878
667,M668,yes,yes,7,linear,forward,non,r_cos,graph,0.2880533564492869,0.045114482843298824
668,M669,yes,yes,7,linear,forward,non,r_corr,space,0.012334052934821607,0.021336724415742712
669,M670,yes,yes,7,linear,forward,non,r_corr,graph,-0.2853027114706154,0.04266501426492402
670,M671,yes,yes,7,linear,forward,non,cooc,space,0.6042085865718048,0.0053132130459832266
671,M672,yes,yes,7,linear,forward,non,cooc,graph,0.6913187464869237,0.017763771913522904
672,M673,yes,yes,7,linear,backward,log,distance,space,0.7528192620604777,0.001306300738430077
673,M674,yes,yes,7,linear,backward,log,distance,graph,0.6126388266413096,0.003975329115070412
674,M675,yes,yes,7,linear,backward,log,cos,space,0.7600401715797446,0.0025632319300627794
675,M676,yes,yes,7,linear,backward,log,cos,graph,0.6057070349075909,0.00450644319207613
676,M677,yes,yes,7,linear,backward,log,corr,space,-0.12191176133848894,0.011859726710244874
677,M678,yes,yes,7,linear,backward,log,corr,graph,-0.35335975197316644,0.008868006262333045
678,M679,yes,yes,7,linear,backward,log,r_distance,space,0.7499455244593605,0.0033866806769064102
679,M680,yes,yes,7,linear,backward,log,r_distance,graph,0.6109487630396095,0.0069070979420005245
680,M681,yes,yes,7,linear,backward,log,r_cos,space,-0.0015174749888571023,0.01803117836560909
681,M682,yes,yes,7,linear,backward,log,r_cos,graph,-0.039959721022890575,0.04496370224863996
682,M683,yes,yes,7,linear,backward,log,r_corr,space,0.5639930965587476,0.2501057604638125
683,M684,yes,yes,7,linear,backward,log,r_corr,graph,0.5090547025680159,0.19402420155000152
684,M685,yes,yes,7,linear,backward,log,cooc,space,0.48869364233406387,0.008845923838358015
685,M686,yes,yes,7,linear,backward,log,cooc,graph,0.7672788472449371,0.011983804150323555
686,M687,yes,yes,7,linear,backward,ppmi,distance,space,0.7575037948721878,0.00849098222926263
687,M688,yes,yes,7,linear,backward,ppmi,distance,graph,0.370028153928057,0.01078576845094398
688,M689,yes,yes,7,linear,backward,ppmi,cos,space,0.7550758452878734,0.003370688357090006
689,M690,yes,yes,7,linear,backward,ppmi,cos,graph,0.6477103449861961,0.008016691727748661
690,M691,yes,yes,7,linear,backward,ppmi,corr,space,0.010552034368730742,0.06232526172458959
691,M692,yes,yes,7,linear,backward,ppmi,corr,graph,0.15458388913643806,0.04679218549566492
692,M693,yes,yes,7,linear,backward,ppmi,r_distance,space,0.7536166547862029,0.007112439084342167
693,M694,yes,yes,7,linear,backward,ppmi,r_distance,graph,0.3897308048937996,0.013548148032472295
694,M695,yes,yes,7,linear,backward,ppmi,r_cos,space,0.0238854637787964,0.07807747541802375
695,M696,yes,yes,7,linear,backward,ppmi,r_cos,graph,0.03730709289403185,0.0425940140151302
696,M697,yes,yes,7,linear,backward,ppmi,r_corr,space,0.2820925767742912,0.2880819847166137
697,M698,yes,yes,7,linear,backward,ppmi,r_corr,graph,0.30699813398105247,0.09698536701261437
698,M699,yes,yes,7,linear,backward,ppmi,cooc,space,0.48612179267263234,0.007471706893182693
699,M700,yes,yes,7,linear,backward,ppmi,cooc,graph,0.7896095711419653,0.016501291372755335
700,M701,yes,yes,7,linear,backward,non,distance,space,0.7163817560493457,0.00684919122571483
701,M702,yes,yes,7,linear,backward,non,distance,graph,0.697716770079922,0.017178239261933965
702,M703,yes,yes,7,linear,backward,non,cos,space,0.7245807411134491,0.004174158511008226
703,M704,yes,yes,7,linear,backward,non,cos,graph,0.7027998928927487,0.01469579982623078
704,M705,yes,yes,7,linear,backward,non,corr,space,-0.15835834799096013,0.016661384860052808
705,M706,yes,yes,7,linear,backward,non,corr,graph,-0.23517027860307987,0.012519239406811863
706,M707,yes,yes,7,linear,backward,non,r_distance,space,0.7206830742764229,0.006897448735696229
707,M708,yes,yes,7,linear,backward,non,r_distance,graph,0.6294231138937852,0.03476722763439313
708,M709,yes,yes,7,linear,backward,non,r_cos,space,0.6935312081198404,0.009725557365246903
709,M710,yes,yes,7,linear,backward,non,r_cos,graph,0.6328567712287958,0.03366220072554692
710,M711,yes,yes,7,linear,backward,non,r_corr,space,0.6849275487111003,0.055321187663937704
711,M712,yes,yes,7,linear,backward,non,r_corr,graph,0.6266600870502493,0.06613295852224471
712,M713,yes,yes,7,linear,backward,non,cooc,space,0.49950448969314465,0.007473453320315087
713,M714,yes,yes,7,linear,backward,non,cooc,graph,0.6913929123162819,0.017753217746382208
714,M715,yes,yes,7,linear,summed,log,distance,space,0.7167602540531128,0.009317925184722377
715,M716,yes,yes,7,linear,summed,log,distance,graph,0.6422138959089442,0.008159261348583557
716,M717,yes,yes,7,linear,summed,log,cos,space,0.7334754200126241,0.011432207580839482
717,M718,yes,yes,7,linear,summed,log,cos,graph,0.6029260765213552,0.012207142454952608
718,M719,yes,yes,7,linear,summed,log,corr,space,-0.030669365020468714,0.02083718661316432
719,M720,yes,yes,7,linear,summed,log,corr,graph,-0.2510298332090918,0.023576018684060247
720,M721,yes,yes,7,linear,summed,log,r_distance,space,0.7381416136415437,0.009641650607880138
721,M722,yes,yes,7,linear,summed,log,r_distance,graph,0.6825036985047167,0.011779088111784505
722,M723,yes,yes,7,linear,summed,log,r_cos,space,-0.1029501398397028,0.00876749631074341
723,M724,yes,yes,7,linear,summed,log,r_cos,graph,-0.254533975581824,0.013112195316872499
724,M725,yes,yes,7,linear,summed,log,r_corr,space,0.38127671429000104,0.1833157370404108
725,M726,yes,yes,7,linear,summed,log,r_corr,graph,0.1335745574744173,0.11049974107176883
726,M727,yes,yes,7,linear,summed,log,cooc,space,0.7352369819187896,0.013264994595038136
727,M728,yes,yes,7,linear,summed,log,cooc,graph,0.7220871236105182,0.008844549821465859
728,M729,yes,yes,7,linear,summed,ppmi,distance,space,0.7304979998333605,0.010591304194990095
729,M730,yes,yes,7,linear,summed,ppmi,distance,graph,0.35001048464327983,0.013250893975410544
730,M731,yes,yes,7,linear,summed,ppmi,cos,space,0.7469423474116792,0.00993372143383973
731,M732,yes,yes,7,linear,summed,ppmi,cos,graph,0.6817754934271785,0.008220565964347894
732,M733,yes,yes,7,linear,summed,ppmi,corr,space,-0.39357460247089165,0.025393566995086894
733,M734,yes,yes,7,linear,summed,ppmi,corr,graph,-0.16949295462059846,0.0573855378850909
734,M735,yes,yes,7,linear,summed,ppmi,r_distance,space,0.7432642869343062,0.01897458393696439
735,M736,yes,yes,7,linear,summed,ppmi,r_distance,graph,0.4672087821415037,0.01914699410729635
736,M737,yes,yes,7,linear,summed,ppmi,r_cos,space,0.5700704549161809,0.023235766847987855
737,M738,yes,yes,7,linear,summed,ppmi,r_cos,graph,0.34978707729649905,0.04418185475365688
738,M739,yes,yes,7,linear,summed,ppmi,r_corr,space,0.47360464072433384,0.05364462568397816
739,M740,yes,yes,7,linear,summed,ppmi,r_corr,graph,0.2786752776551809,0.05550916592078984
740,M741,yes,yes,7,linear,summed,ppmi,cooc,space,0.7498480264383366,0.01374730736131584
741,M742,yes,yes,7,linear,summed,ppmi,cooc,graph,0.4448774869819089,0.01343143716168181
742,M743,yes,yes,7,linear,summed,non,distance,space,0.7399023149145887,0.004539110265057817
743,M744,yes,yes,7,linear,summed,non,distance,graph,0.6849224364946204,0.01897679407745269
744,M745,yes,yes,7,linear,summed,non,cos,space,0.7382066414048182,0.011538282647881237
745,M746,yes,yes,7,linear,summed,non,cos,graph,0.7707861748115247,0.0197982822812398
746,M747,yes,yes,7,linear,summed,non,corr,space,0.7381771518058405,0.010521158389446943
747,M748,yes,yes,7,linear,summed,non,corr,graph,0.7594866385836672,0.018681204270970895
748,M749,yes,yes,7,linear,summed,non,r_distance,space,0.6985759049978835,0.009831405592821685
749,M750,yes,yes,7,linear,summed,non,r_distance,graph,0.6322958085550463,0.027762347301022137
750,M751,yes,yes,7,linear,summed,non,r_cos,space,0.5260220832075776,0.08078699448591162
751,M752,yes,yes,7,linear,summed,non,r_cos,graph,0.5325099240188396,0.06934163604701227
752,M753,yes,yes,7,linear,summed,non,r_corr,space,0.6145646253397337,0.028784584680007174
753,M754,yes,yes,7,linear,summed,non,r_corr,graph,0.6013456431808525,0.022039208445454497
754,M755,yes,yes,7,linear,summed,non,cooc,space,0.7839621961624959,0.005919497420222888
755,M756,yes,yes,7,linear,summed,non,cooc,graph,0.3428967588585121,0.013972241414547889
756,M757,yes,no,1,flat,forward,log,distance,space,0.7431115898648021,0.009387582576783488
757,M758,yes,no,1,flat,forward,log,distance,graph,0.7275731623916499,0.008935716794614546
758,M759,yes,no,1,flat,forward,log,cos,space,0.7558827071067171,0.002511757103677287
759,M760,yes,no,1,flat,forward,log,cos,graph,0.7182399219336875,0.004460422203087897
760,M761,yes,no,1,flat,forward,log,corr,space,-0.7431115898648021,0.009387582576783488
761,M762,yes,no,1,flat,forward,log,corr,graph,-0.3672692812066026,0.0854562765363867
762,M763,yes,no,1,flat,forward,log,r_distance,space,0.7479566905078113,0.006444310176717853
763,M764,yes,no,1,flat,forward,log,r_distance,graph,0.692991681243422,0.022044061176221954
764,M765,yes,no,1,flat,forward,log,r_cos,space,-0.0970352759172645,0.1542904573205946
765,M766,yes,no,1,flat,forward,log,r_cos,graph,-0.027998919505008397,0.1923207828508407
766,M767,yes,no,1,flat,forward,log,r_corr,space,-0.004039417803458045,0.367308770950438
767,M768,yes,no,1,flat,forward,log,r_corr,graph,0.2001669496096095,0.1936917774076173
768,M769,yes,no,1,flat,forward,log,cooc,space,0.5668714356300688,0.01321807345495782
769,M770,yes,no,1,flat,forward,log,cooc,graph,0.8853988360266584,0.012451008267673922
770,M771,yes,no,1,flat,forward,ppmi,distance,space,0.7239649789422217,0.010326480960280538
771,M772,yes,no,1,flat,forward,ppmi,distance,graph,0.6361482992871109,0.01560041048421669
772,M773,yes,no,1,flat,forward,ppmi,cos,space,0.7558827071067171,0.002511757103677287
773,M774,yes,no,1,flat,forward,ppmi,cos,graph,0.7182399219336875,0.004460422203087897
774,M775,yes,no,1,flat,forward,ppmi,corr,space,-0.7171767114818426,0.007532993614250233
775,M776,yes,no,1,flat,forward,ppmi,corr,graph,-0.36678079291014065,0.0331124493774675
776,M777,yes,no,1,flat,forward,ppmi,r_distance,space,0.7279277742137609,0.007610120853213127
777,M778,yes,no,1,flat,forward,ppmi,r_distance,graph,0.6439311925271882,0.020894573915871732
778,M779,yes,no,1,flat,forward,ppmi,r_cos,space,0.0856439077263172,0.2978007011779466
779,M780,yes,no,1,flat,forward,ppmi,r_cos,graph,0.10114500914864814,0.20175916908336178
780,M781,yes,no,1,flat,forward,ppmi,r_corr,space,-0.030898531374738657,0.2819872998900957
781,M782,yes,no,1,flat,forward,ppmi,r_corr,graph,-0.0623403149180843,0.2629957401832452
782,M783,yes,no,1,flat,forward,ppmi,cooc,space,0.5771036704418175,0.013120466269584635
783,M784,yes,no,1,flat,forward,ppmi,cooc,graph,0.9118845755857257,0.012333066894430767
784,M785,yes,no,1,flat,forward,non,distance,space,0.6802345627533389,0.0079449416822571
785,M786,yes,no,1,flat,forward,non,distance,graph,0.6296574018161843,0.02247405341549336
786,M787,yes,no,1,flat,forward,non,cos,space,0.7558827071067171,0.002511757103677287
787,M788,yes,no,1,flat,forward,non,cos,graph,0.7182399219336875,0.004460422203087897
788,M789,yes,no,1,flat,forward,non,corr,space,-0.736909426896718,0.008718106960438926
789,M790,yes,no,1,flat,forward,non,corr,graph,-0.13643594828214023,0.07308606115093766
790,M791,yes,no,1,flat,forward,non,r_distance,space,0.7137427224529019,0.015246464368239952
791,M792,yes,no,1,flat,forward,non,r_distance,graph,0.6732392074373237,0.0199116485263657
792,M793,yes,no,1,flat,forward,non,r_cos,space,0.037676562166356675,0.24141081377474868
793,M794,yes,no,1,flat,forward,non,r_cos,graph,0.1175352866577348,0.2552996633571363
794,M795,yes,no,1,flat,forward,non,r_corr,space,-0.05030382430742517,0.33119408211854395
795,M796,yes,no,1,flat,forward,non,r_corr,graph,-0.004504233886994752,0.2728199151091376
796,M797,yes,no,1,flat,forward,non,cooc,space,0.6042085865718048,0.0053132130459832266
797,M798,yes,no,1,flat,forward,non,cooc,graph,0.7181674127340122,0.011051083281394033
798,M799,yes,no,1,flat,backward,log,distance,space,0.7288933804728582,0.003081284147254635
799,M800,yes,no,1,flat,backward,log,distance,graph,0.7478058176665379,0.00998975943731684
800,M801,yes,no,1,flat,backward,log,cos,space,0.7558827071067171,0.002511757103677287
801,M802,yes,no,1,flat,backward,log,cos,graph,0.7182399219336875,0.004460422203087897
802,M803,yes,no,1,flat,backward,log,corr,space,-0.7288519351220325,0.003120531694398677
803,M804,yes,no,1,flat,backward,log,corr,graph,-0.7464695821203031,0.01285895661146224
804,M805,yes,no,1,flat,backward,log,r_distance,space,0.7283475841292661,0.00698572804786283
805,M806,yes,no,1,flat,backward,log,r_distance,graph,0.5225489391416668,0.00750185751844453
806,M807,yes,no,1,flat,backward,log,r_cos,space,0.1835755167388643,0.17145537264140343
807,M808,yes,no,1,flat,backward,log,r_cos,graph,0.1280181358351257,0.11284007257617494
808,M809,yes,no,1,flat,backward,log,r_corr,space,0.061483762145898124,0.47430345315613104
809,M810,yes,no,1,flat,backward,log,r_corr,graph,0.0808290056111329,0.37578829932135893
810,M811,yes,no,1,flat,backward,log,cooc,space,0.494688821717272,0.008550046425555858
811,M812,yes,no,1,flat,backward,log,cooc,graph,0.8630256139308953,0.004252038449652957
812,M813,yes,no,1,flat,backward,ppmi,distance,space,0.7607640190641988,0.0040317816079240305
813,M814,yes,no,1,flat,backward,ppmi,distance,graph,0.3567071805661638,0.009789243577331394
814,M815,yes,no,1,flat,backward,ppmi,cos,space,0.7558827071067171,0.002511757103677287
815,M816,yes,no,1,flat,backward,ppmi,cos,graph,0.7182399219336875,0.004460422203087897
816,M817,yes,no,1,flat,backward,ppmi,corr,space,-0.7296007265587522,0.003881947134571818
817,M818,yes,no,1,flat,backward,ppmi,corr,graph,-0.7461165334193605,0.009920371856515516
818,M819,yes,no,1,flat,backward,ppmi,r_distance,space,0.7580226000319961,0.005441515144076939
819,M820,yes,no,1,flat,backward,ppmi,r_distance,graph,0.34827436741233553,0.009638664770424228
820,M821,yes,no,1,flat,backward,ppmi,r_cos,space,0.2915729187400285,0.32040054147659597
821,M822,yes,no,1,flat,backward,ppmi,r_cos,graph,0.24588544762187198,0.38185064459998125
822,M823,yes,no,1,flat,backward,ppmi,r_corr,space,0.059589399025522495,0.18072905605074083
823,M824,yes,no,1,flat,backward,ppmi,r_corr,graph,0.1298532593962751,0.25720740291053973
824,M825,yes,no,1,flat,backward,ppmi,cooc,space,0.4882562995236239,0.008120354959038657
825,M826,yes,no,1,flat,backward,ppmi,cooc,graph,0.9118845755857257,0.012333066894430767
826,M827,yes,no,1,flat,backward,non,distance,space,0.6796664885921735,0.008550619579418092
827,M828,yes,no,1,flat,backward,non,distance,graph,0.6459449554623216,0.020603372661442458
828,M829,yes,no,1,flat,backward,non,cos,space,0.7558827071067171,0.002511757103677287
829,M830,yes,no,1,flat,backward,non,cos,graph,0.7182399219336875,0.004460422203087897
830,M831,yes,no,1,flat,backward,non,corr,space,-0.7042244101826631,0.01061126682976063
831,M832,yes,no,1,flat,backward,non,corr,graph,-0.7214551793987571,0.013947393477782014
832,M833,yes,no,1,flat,backward,non,r_distance,space,0.681461326935617,0.0098635321078527
833,M834,yes,no,1,flat,backward,non,r_distance,graph,0.46770620192242385,0.014461596608157467
834,M835,yes,no,1,flat,backward,non,r_cos,space,0.012464174146578012,0.13736058416439437
835,M836,yes,no,1,flat,backward,non,r_cos,graph,0.27302560689986277,0.16359840620122312
836,M837,yes,no,1,flat,backward,non,r_corr,space,-0.05556554160809202,0.23416344406154996
837,M838,yes,no,1,flat,backward,non,r_corr,graph,0.23815444271923342,0.21812708012913742
838,M839,yes,no,1,flat,backward,non,cooc,space,0.49950448969314465,0.007473453320315087
839,M840,yes,no,1,flat,backward,non,cooc,graph,0.7181674127340122,0.011051083281394033
840,M841,yes,no,1,flat,summed,log,distance,space,0.6997153197128065,0.011008032697976637
841,M842,yes,no,1,flat,summed,log,distance,graph,0.7437646216483007,0.008862870889950176
842,M843,yes,no,1,flat,summed,log,cos,space,0.7296984350779897,0.009379946590012726
843,M844,yes,no,1,flat,summed,log,cos,graph,0.6312730113726777,0.007691495112459278
844,M845,yes,no,1,flat,summed,log,corr,space,-0.7178088575744177,0.011353567139339611
845,M846,yes,no,1,flat,summed,log,corr,graph,-0.5171984888441166,0.028574932001857404
846,M847,yes,no,1,flat,summed,log,r_distance,space,0.7196699231089184,0.009510331625266523
847,M848,yes,no,1,flat,summed,log,r_distance,graph,0.7658895715590356,0.00892500167664317
848,M849,yes,no,1,flat,summed,log,r_cos,space,-0.30077960919526975,0.007821584309203102
849,M850,yes,no,1,flat,summed,log,r_cos,graph,-0.2847181972465199,0.02851631877627414
850,M851,yes,no,1,flat,summed,log,r_corr,space,0.685826734098337,0.023644495323732768
851,M852,yes,no,1,flat,summed,log,r_corr,graph,0.5461502068233863,0.045981022136000714
852,M853,yes,no,1,flat,summed,log,cooc,space,0.7601279103450486,0.01482639383279143
853,M854,yes,no,1,flat,summed,log,cooc,graph,0.861243236895978,0.007102407415406506
854,M855,yes,no,1,flat,summed,ppmi,distance,space,0.7293317378101714,0.012022097463588614
855,M856,yes,no,1,flat,summed,ppmi,distance,graph,0.3175684211094901,0.012160557075396046
856,M857,yes,no,1,flat,summed,ppmi,cos,space,0.7297547965060207,0.008750260061900491
857,M858,yes,no,1,flat,summed,ppmi,cos,graph,0.629973821792157,0.007149954351121122
858,M859,yes,no,1,flat,summed,ppmi,corr,space,-0.7053823245209709,0.009819460320795186
859,M860,yes,no,1,flat,summed,ppmi,corr,graph,-0.1749183909454392,0.11473101990043294
860,M861,yes,no,1,flat,summed,ppmi,r_distance,space,0.7325022919469728,0.014026027308370088
861,M862,yes,no,1,flat,summed,ppmi,r_distance,graph,0.41986989897452603,0.019317776769385436
862,M863,yes,no,1,flat,summed,ppmi,r_cos,space,0.5096036081891736,0.04071928497485024
863,M864,yes,no,1,flat,summed,ppmi,r_cos,graph,0.26962100308728065,0.03052621746217181
864,M865,yes,no,1,flat,summed,ppmi,r_corr,space,0.39251969035887907,0.09120076301758222
865,M866,yes,no,1,flat,summed,ppmi,r_corr,graph,0.20377522144820576,0.08367681965604433
866,M867,yes,no,1,flat,summed,ppmi,cooc,space,0.748111312393348,0.011444756897496805
867,M868,yes,no,1,flat,summed,ppmi,cooc,graph,0.5142207161501261,0.008831973515900515
868,M869,yes,no,1,flat,summed,non,distance,space,0.6926265896172079,0.008425158000370747
869,M870,yes,no,1,flat,summed,non,distance,graph,0.6450466569583105,0.022786149306393718
870,M871,yes,no,1,flat,summed,non,cos,space,0.7538252828239738,0.00908067926949232
871,M872,yes,no,1,flat,summed,non,cos,graph,0.6505025910308246,0.008428252021068644
872,M873,yes,no,1,flat,summed,non,corr,space,-0.29193822809110775,0.011407243088079295
873,M874,yes,no,1,flat,summed,non,corr,graph,-0.19968777901629248,0.04050271320317066
874,M875,yes,no,1,flat,summed,non,r_distance,space,0.7065250140934171,0.018325852704818457
875,M876,yes,no,1,flat,summed,non,r_distance,graph,0.6557038260194616,0.034720597042797556
876,M877,yes,no,1,flat,summed,non,r_cos,space,0.025676989435583684,0.10520971689375935
877,M878,yes,no,1,flat,summed,non,r_cos,graph,-0.133268066852205,0.05344482267871559
878,M879,yes,no,1,flat,summed,non,r_corr,space,-0.04333600879025989,0.08613317719828113
879,M880,yes,no,1,flat,summed,non,r_corr,graph,0.0938119308473502,0.13337607187406716
880,M881,yes,no,1,flat,summed,non,cooc,space,0.7839621961624959,0.005919497420222888
881,M882,yes,no,1,flat,summed,non,cooc,graph,0.34108056650273605,0.012065933119343978
882,M883,yes,no,1,linear,forward,log,distance,space,0.7431115898648021,0.009387582576783488
883,M884,yes,no,1,linear,forward,log,distance,graph,0.7275731623916499,0.008935716794614546
884,M885,yes,no,1,linear,forward,log,cos,space,0.7558827071067171,0.002511757103677287
885,M886,yes,no,1,linear,forward,log,cos,graph,0.7182399219336875,0.004460422203087897
886,M887,yes,no,1,linear,forward,log,corr,space,-0.7431115898648021,0.009387582576783488
887,M888,yes,no,1,linear,forward,log,corr,graph,-0.3672692812066026,0.0854562765363867
888,M889,yes,no,1,linear,forward,log,r_distance,space,0.7479566905078113,0.006444310176717853
889,M890,yes,no,1,linear,forward,log,r_distance,graph,0.692991681243422,0.022044061176221954
890,M891,yes,no,1,linear,forward,log,r_cos,space,-0.0970352759172645,0.1542904573205946
891,M892,yes,no,1,linear,forward,log,r_cos,graph,-0.027998919505008397,0.1923207828508407
892,M893,yes,no,1,linear,forward,log,r_corr,space,-0.004039417803458045,0.367308770950438
893,M894,yes,no,1,linear,forward,log,r_corr,graph,0.2001669496096095,0.1936917774076173
894,M895,yes,no,1,linear,forward,log,cooc,space,0.5668714356300688,0.01321807345495782
895,M896,yes,no,1,linear,forward,log,cooc,graph,0.8853988360266584,0.012451008267673922
896,M897,yes,no,1,linear,forward,ppmi,distance,space,0.7239649789422217,0.010326480960280538
897,M898,yes,no,1,linear,forward,ppmi,distance,graph,0.6361482992871109,0.01560041048421669
898,M899,yes,no,1,linear,forward,ppmi,cos,space,0.7558827071067171,0.002511757103677287
899,M900,yes,no,1,linear,forward,ppmi,cos,graph,0.7182399219336875,0.004460422203087897
900,M901,yes,no,1,linear,forward,ppmi,corr,space,-0.7171767114818426,0.007532993614250233
901,M902,yes,no,1,linear,forward,ppmi,corr,graph,-0.36678079291014065,0.0331124493774675
902,M903,yes,no,1,linear,forward,ppmi,r_distance,space,0.7279277742137609,0.007610120853213127
903,M904,yes,no,1,linear,forward,ppmi,r_distance,graph,0.6439311925271882,0.020894573915871732
904,M905,yes,no,1,linear,forward,ppmi,r_cos,space,0.0856439077263172,0.2978007011779466
905,M906,yes,no,1,linear,forward,ppmi,r_cos,graph,0.10114500914864814,0.20175916908336178
906,M907,yes,no,1,linear,forward,ppmi,r_corr,space,-0.030898531374738657,0.2819872998900957
907,M908,yes,no,1,linear,forward,ppmi,r_corr,graph,-0.0623403149180843,0.2629957401832452
908,M909,yes,no,1,linear,forward,ppmi,cooc,space,0.5771036704418175,0.013120466269584635
909,M910,yes,no,1,linear,forward,ppmi,cooc,graph,0.9118845755857257,0.012333066894430767
910,M911,yes,no,1,linear,forward,non,distance,space,0.6802345627533389,0.0079449416822571
911,M912,yes,no,1,linear,forward,non,distance,graph,0.6296574018161843,0.02247405341549336
912,M913,yes,no,1,linear,forward,non,cos,space,0.7558827071067171,0.002511757103677287
913,M914,yes,no,1,linear,forward,non,cos,graph,0.7182399219336875,0.004460422203087897
914,M915,yes,no,1,linear,forward,non,corr,space,-0.736909426896718,0.008718106960438926
915,M916,yes,no,1,linear,forward,non,corr,graph,-0.13643594828214023,0.07308606115093766
916,M917,yes,no,1,linear,forward,non,r_distance,space,0.7137427224529019,0.015246464368239952
917,M918,yes,no,1,linear,forward,non,r_distance,graph,0.6732392074373237,0.0199116485263657
918,M919,yes,no,1,linear,forward,non,r_cos,space,0.037676562166356675,0.24141081377474868
919,M920,yes,no,1,linear,forward,non,r_cos,graph,0.1175352866577348,0.2552996633571363
920,M921,yes,no,1,linear,forward,non,r_corr,space,-0.05030382430742517,0.33119408211854395
921,M922,yes,no,1,linear,forward,non,r_corr,graph,-0.004504233886994752,0.2728199151091376
922,M923,yes,no,1,linear,forward,non,cooc,space,0.6042085865718048,0.0053132130459832266
923,M924,yes,no,1,linear,forward,non,cooc,graph,0.7181674127340122,0.011051083281394033
924,M925,yes,no,1,linear,backward,log,distance,space,0.7288933804728582,0.003081284147254635
925,M926,yes,no,1,linear,backward,log,distance,graph,0.7478058176665379,0.00998975943731684
926,M927,yes,no,1,linear,backward,log,cos,space,0.7558827071067171,0.002511757103677287
927,M928,yes,no,1,linear,backward,log,cos,graph,0.7182399219336875,0.004460422203087897
928,M929,yes,no,1,linear,backward,log,corr,space,-0.7288519351220325,0.003120531694398677
929,M930,yes,no,1,linear,backward,log,corr,graph,-0.7464695821203031,0.01285895661146224
930,M931,yes,no,1,linear,backward,log,r_distance,space,0.7283475841292661,0.00698572804786283
931,M932,yes,no,1,linear,backward,log,r_distance,graph,0.5225489391416668,0.00750185751844453
932,M933,yes,no,1,linear,backward,log,r_cos,space,0.1835755167388643,0.17145537264140343
933,M934,yes,no,1,linear,backward,log,r_cos,graph,0.1280181358351257,0.11284007257617494
934,M935,yes,no,1,linear,backward,log,r_corr,space,0.061483762145898124,0.47430345315613104
935,M936,yes,no,1,linear,backward,log,r_corr,graph,0.0808290056111329,0.37578829932135893
936,M937,yes,no,1,linear,backward,log,cooc,space,0.494688821717272,0.008550046425555858
937,M938,yes,no,1,linear,backward,log,cooc,graph,0.8630256139308953,0.004252038449652957
938,M939,yes,no,1,linear,backward,ppmi,distance,space,0.7607640190641988,0.0040317816079240305
939,M940,yes,no,1,linear,backward,ppmi,distance,graph,0.3567071805661638,0.009789243577331394
940,M941,yes,no,1,linear,backward,ppmi,cos,space,0.7558827071067171,0.002511757103677287
941,M942,yes,no,1,linear,backward,ppmi,cos,graph,0.7182399219336875,0.004460422203087897
942,M943,yes,no,1,linear,backward,ppmi,corr,space,-0.7296007265587522,0.003881947134571818
943,M944,yes,no,1,linear,backward,ppmi,corr,graph,-0.7461165334193605,0.009920371856515516
944,M945,yes,no,1,linear,backward,ppmi,r_distance,space,0.7580226000319961,0.005441515144076939
945,M946,yes,no,1,linear,backward,ppmi,r_distance,graph,0.34827436741233553,0.009638664770424228
946,M947,yes,no,1,linear,backward,ppmi,r_cos,space,0.2915729187400285,0.32040054147659597
947,M948,yes,no,1,linear,backward,ppmi,r_cos,graph,0.24588544762187198,0.38185064459998125
948,M949,yes,no,1,linear,backward,ppmi,r_corr,space,0.059589399025522495,0.18072905605074083
949,M950,yes,no,1,linear,backward,ppmi,r_corr,graph,0.1298532593962751,0.25720740291053973
950,M951,yes,no,1,linear,backward,ppmi,cooc,space,0.4882562995236239,0.008120354959038657
951,M952,yes,no,1,linear,backward,ppmi,cooc,graph,0.9118845755857257,0.012333066894430767
952,M953,yes,no,1,linear,backward,non,distance,space,0.6796664885921735,0.008550619579418092
953,M954,yes,no,1,linear,backward,non,distance,graph,0.6459449554623216,0.020603372661442458
954,M955,yes,no,1,linear,backward,non,cos,space,0.7558827071067171,0.002511757103677287
955,M956,yes,no,1,linear,backward,non,cos,graph,0.7182399219336875,0.004460422203087897
956,M957,yes,no,1,linear,backward,non,corr,space,-0.7042244101826631,0.01061126682976063
957,M958,yes,no,1,linear,backward,non,corr,graph,-0.7214551793987571,0.013947393477782014
958,M959,yes,no,1,linear,backward,non,r_distance,space,0.681461326935617,0.0098635321078527
959,M960,yes,no,1,linear,backward,non,r_distance,graph,0.46770620192242385,0.014461596608157467
960,M961,yes,no,1,linear,backward,non,r_cos,space,0.012464174146578012,0.13736058416439437
