,Model,period,boundary,window_size,window_weight,window_type,normalization,encode,representation,run,performance
333,M334,yes,yes,2,flat,backward,non,r_corr,graph,R1,0.7226860382387779
334,M335,yes,yes,2,flat,backward,non,cooc,space,R1,0.5008035381052667
335,M336,yes,yes,2,flat,backward,non,cooc,graph,R1,0.6799559414006552
336,M337,yes,yes,2,flat,summed,log,distance,space,R1,0.7122569745438423
337,M338,yes,yes,2,flat,summed,log,distance,graph,R1,0.6558379866500569
338,M339,yes,yes,2,flat,summed,log,cos,space,R1,0.7464325449522763
339,M340,yes,yes,2,flat,summed,log,cos,graph,R1,0.6178199659683763
340,M341,yes,yes,2,flat,summed,log,corr,space,R1,0.13963602788867607
341,M342,yes,yes,2,flat,summed,log,corr,graph,R1,-0.10293080670763283
342,M343,yes,yes,2,flat,summed,log,r_distance,space,R1,0.7322270367704573
343,M344,yes,yes,2,flat,summed,log,r_distance,graph,R1,0.6968945551312249
344,M345,yes,yes,2,flat,summed,log,r_cos,space,R1,0.05401695955369169
345,M346,yes,yes,2,flat,summed,log,r_cos,graph,R1,-0.1174000819432867
346,M347,yes,yes,2,flat,summed,log,r_corr,space,R1,0.7374511638735537
347,M348,yes,yes,2,flat,summed,log,r_corr,graph,R1,0.4027341895903814
348,M349,yes,yes,2,flat,summed,log,cooc,space,R1,0.7615644993198658
349,M350,yes,yes,2,flat,summed,log,cooc,graph,R1,0.7106219871909629
350,M351,yes,yes,2,flat,summed,ppmi,distance,space,R1,0.7499324527651879
351,M352,yes,yes,2,flat,summed,ppmi,distance,graph,R1,0.34789563644725313
352,M353,yes,yes,2,flat,summed,ppmi,cos,space,R1,0.7600045654674914
353,M354,yes,yes,2,flat,summed,ppmi,cos,graph,R1,0.6091909643991483
354,M355,yes,yes,2,flat,summed,ppmi,corr,space,R1,-0.21251646116931203
355,M356,yes,yes,2,flat,summed,ppmi,corr,graph,R1,-0.169435213009507
356,M357,yes,yes,2,flat,summed,ppmi,r_distance,space,R1,0.758450610751025
357,M358,yes,yes,2,flat,summed,ppmi,r_distance,graph,R1,0.48716241059042176
358,M359,yes,yes,2,flat,summed,ppmi,r_cos,space,R1,0.5678085734124123
359,M360,yes,yes,2,flat,summed,ppmi,r_cos,graph,R1,0.3766533209781152
360,M361,yes,yes,2,flat,summed,ppmi,r_corr,space,R1,0.4193455721426422
361,M362,yes,yes,2,flat,summed,ppmi,r_corr,graph,R1,0.22139799769954902
362,M363,yes,yes,2,flat,summed,ppmi,cooc,space,R1,0.7556716356582264
363,M364,yes,yes,2,flat,summed,ppmi,cooc,graph,R1,0.6566049863507785
364,M365,yes,yes,2,flat,summed,non,distance,space,R1,0.7599946877273098
365,M366,yes,yes,2,flat,summed,non,distance,graph,R1,0.7237893204754965
366,M367,yes,yes,2,flat,summed,non,cos,space,R1,0.7516052028228297
367,M368,yes,yes,2,flat,summed,non,cos,graph,R1,0.7539577593418348
368,M369,yes,yes,2,flat,summed,non,corr,space,R1,0.751502264357744
369,M370,yes,yes,2,flat,summed,non,corr,graph,R1,0.7458911383979577
370,M371,yes,yes,2,flat,summed,non,r_distance,space,R1,0.7401275639657805
371,M372,yes,yes,2,flat,summed,non,r_distance,graph,R1,0.6751002093075211
372,M373,yes,yes,2,flat,summed,non,r_cos,space,R1,0.676794673321838
373,M374,yes,yes,2,flat,summed,non,r_cos,graph,R1,0.6407899404049769
374,M375,yes,yes,2,flat,summed,non,r_corr,space,R1,0.6888384737368581
375,M376,yes,yes,2,flat,summed,non,r_corr,graph,R1,0.6508280000997116
376,M377,yes,yes,2,flat,summed,non,cooc,space,R1,0.7818678865465635
377,M378,yes,yes,2,flat,summed,non,cooc,graph,R1,0.33010512071894765
378,M379,yes,yes,2,linear,forward,log,distance,space,R1,0.7470657825686287
379,M380,yes,yes,2,linear,forward,log,distance,graph,R1,0.729767805107285
380,M381,yes,yes,2,linear,forward,log,cos,space,R1,0.7457612287625855
381,M382,yes,yes,2,linear,forward,log,cos,graph,R1,0.725957744053839
382,M383,yes,yes,2,linear,forward,log,corr,space,R1,0.7170088628773961
383,M384,yes,yes,2,linear,forward,log,corr,graph,R1,0.5188503512350322
384,M385,yes,yes,2,linear,forward,log,r_distance,space,R1,0.7167373142079632
385,M386,yes,yes,2,linear,forward,log,r_distance,graph,R1,0.6942798878963267
386,M387,yes,yes,2,linear,forward,log,r_cos,space,R1,0.008617983604247259
387,M388,yes,yes,2,linear,forward,log,r_cos,graph,R1,0.06072948360453617
388,M389,yes,yes,2,linear,forward,log,r_corr,space,R1,0.27203997559859894
389,M390,yes,yes,2,linear,forward,log,r_corr,graph,R1,0.296152402767501
390,M391,yes,yes,2,linear,forward,log,cooc,space,R1,0.5695929337907671
391,M392,yes,yes,2,linear,forward,log,cooc,graph,R1,0.7061320101887946
392,M393,yes,yes,2,linear,forward,ppmi,distance,space,R1,0.7378817237740853
393,M394,yes,yes,2,linear,forward,ppmi,distance,graph,R1,0.6226317394822676
394,M395,yes,yes,2,linear,forward,ppmi,cos,space,R1,0.752605037017134
395,M396,yes,yes,2,linear,forward,ppmi,cos,graph,R1,0.7324854371161362
396,M397,yes,yes,2,linear,forward,ppmi,corr,space,R1,-0.4927821546947119
397,M398,yes,yes,2,linear,forward,ppmi,corr,graph,R1,-0.2815446967333562
398,M399,yes,yes,2,linear,forward,ppmi,r_distance,space,R1,0.7373077200994264
399,M400,yes,yes,2,linear,forward,ppmi,r_distance,graph,R1,0.7015921684280969
400,M401,yes,yes,2,linear,forward,ppmi,r_cos,space,R1,0.06879282789485439
401,M402,yes,yes,2,linear,forward,ppmi,r_cos,graph,R1,-0.005957765303029795
402,M403,yes,yes,2,linear,forward,ppmi,r_corr,space,R1,0.018501832993618895
403,M404,yes,yes,2,linear,forward,ppmi,r_corr,graph,R1,0.08853890926148685
404,M405,yes,yes,2,linear,forward,ppmi,cooc,space,R1,0.584078369467287
405,M406,yes,yes,2,linear,forward,ppmi,cooc,graph,R1,0.8067249644849364
406,M407,yes,yes,2,linear,forward,non,distance,space,R1,0.7525892136088543
407,M408,yes,yes,2,linear,forward,non,distance,graph,R1,0.6995706546277002
408,M409,yes,yes,2,linear,forward,non,cos,space,R1,0.7627346825440966
409,M410,yes,yes,2,linear,forward,non,cos,graph,R1,0.6762368548178094
410,M411,yes,yes,2,linear,forward,non,corr,space,R1,0.7625397522101699
411,M412,yes,yes,2,linear,forward,non,corr,graph,R1,0.5817849085676944
412,M413,yes,yes,2,linear,forward,non,r_distance,space,R1,0.6944719297577857
413,M414,yes,yes,2,linear,forward,non,r_distance,graph,R1,0.6576719525690545
414,M415,yes,yes,2,linear,forward,non,r_cos,space,R1,0.19049286449159838
415,M416,yes,yes,2,linear,forward,non,r_cos,graph,R1,0.20612228831978685
416,M417,yes,yes,2,linear,forward,non,r_corr,space,R1,0.025701417106361524
417,M418,yes,yes,2,linear,forward,non,r_corr,graph,R1,-0.31835079169044245
418,M419,yes,yes,2,linear,forward,non,cooc,space,R1,0.6004368203752278
419,M420,yes,yes,2,linear,forward,non,cooc,graph,R1,0.6888377516969577
420,M421,yes,yes,2,linear,backward,log,distance,space,R1,0.7544829943704288
421,M422,yes,yes,2,linear,backward,log,distance,graph,R1,0.6135511744081886
422,M423,yes,yes,2,linear,backward,log,cos,space,R1,0.7602365639220693
423,M424,yes,yes,2,linear,backward,log,cos,graph,R1,0.6024875020147697
424,M425,yes,yes,2,linear,backward,log,corr,space,R1,-0.1181593159756676
425,M426,yes,yes,2,linear,backward,log,corr,graph,R1,-0.3594022839076891
426,M427,yes,yes,2,linear,backward,log,r_distance,space,R1,0.7544795054256889
427,M428,yes,yes,2,linear,backward,log,r_distance,graph,R1,0.6085426812007725
428,M429,yes,yes,2,linear,backward,log,r_cos,space,R1,0.0424725457861127
429,M430,yes,yes,2,linear,backward,log,r_cos,graph,R1,0.024533356628264502
430,M431,yes,yes,2,linear,backward,log,r_corr,space,R1,0.6811772023371869
431,M432,yes,yes,2,linear,backward,log,r_corr,graph,R1,0.6008139901073527
432,M433,yes,yes,2,linear,backward,log,cooc,space,R1,0.4866126122044846
433,M434,yes,yes,2,linear,backward,log,cooc,graph,R1,0.7619524280738826
434,M435,yes,yes,2,linear,backward,ppmi,distance,space,R1,0.7610019470275629
435,M436,yes,yes,2,linear,backward,ppmi,distance,graph,R1,0.37341750648660055
436,M437,yes,yes,2,linear,backward,ppmi,cos,space,R1,0.7551558077075814
437,M438,yes,yes,2,linear,backward,ppmi,cos,graph,R1,0.6449803242215356
438,M439,yes,yes,2,linear,backward,ppmi,corr,space,R1,0.007442690887902224
439,M440,yes,yes,2,linear,backward,ppmi,corr,graph,R1,0.16456284524774875
440,M441,yes,yes,2,linear,backward,ppmi,r_distance,space,R1,0.7574683631642878
441,M442,yes,yes,2,linear,backward,ppmi,r_distance,graph,R1,0.38019878610127206
442,M443,yes,yes,2,linear,backward,ppmi,r_cos,space,R1,0.09870232667600215
443,M444,yes,yes,2,linear,backward,ppmi,r_cos,graph,R1,0.05054250493600739
444,M445,yes,yes,2,linear,backward,ppmi,r_corr,space,R1,-0.15867320469750562
445,M446,yes,yes,2,linear,backward,ppmi,r_corr,graph,R1,0.26619624961998645
446,M447,yes,yes,2,linear,backward,ppmi,cooc,space,R1,0.4897332343671503
447,M448,yes,yes,2,linear,backward,ppmi,cooc,graph,R1,0.795100389198605
448,M449,yes,yes,2,linear,backward,non,distance,space,R1,0.7209413404636675
449,M450,yes,yes,2,linear,backward,non,distance,graph,R1,0.7113334081391228
450,M451,yes,yes,2,linear,backward,non,cos,space,R1,0.7276019300599551
451,M452,yes,yes,2,linear,backward,non,cos,graph,R1,0.7119460663296459
452,M453,yes,yes,2,linear,backward,non,corr,space,R1,-0.15467728947197046
453,M454,yes,yes,2,linear,backward,non,corr,graph,R1,-0.24081992717129438
454,M455,yes,yes,2,linear,backward,non,r_distance,space,R1,0.7185104862977951
455,M456,yes,yes,2,linear,backward,non,r_distance,graph,R1,0.6968402953490911
456,M457,yes,yes,2,linear,backward,non,r_cos,space,R1,0.6755079425082673
457,M458,yes,yes,2,linear,backward,non,r_cos,graph,R1,0.6585509757567419
458,M459,yes,yes,2,linear,backward,non,r_corr,space,R1,0.7094261667539872
459,M460,yes,yes,2,linear,backward,non,r_corr,graph,R1,0.6831125704692645
460,M461,yes,yes,2,linear,backward,non,cooc,space,R1,0.5008035381052667
461,M462,yes,yes,2,linear,backward,non,cooc,graph,R1,0.6888377516969577
462,M463,yes,yes,2,linear,summed,log,distance,space,R1,0.717378163181853
463,M464,yes,yes,2,linear,summed,log,distance,graph,R1,0.6482597037453831
464,M465,yes,yes,2,linear,summed,log,cos,space,R1,0.7499324527651879
465,M466,yes,yes,2,linear,summed,log,cos,graph,R1,0.6136600493381258
466,M467,yes,yes,2,linear,summed,log,corr,space,R1,-0.02856542406126621
467,M468,yes,yes,2,linear,summed,log,corr,graph,R1,-0.259397931787185
468,M469,yes,yes,2,linear,summed,log,r_distance,space,R1,0.7316608752124862
469,M470,yes,yes,2,linear,summed,log,r_distance,graph,R1,0.6957370131123725
470,M471,yes,yes,2,linear,summed,log,r_cos,space,R1,-0.09403428785573578
471,M472,yes,yes,2,linear,summed,log,r_cos,graph,R1,-0.24686392211429983
472,M473,yes,yes,2,linear,summed,log,r_corr,space,R1,0.4698626238834221
473,M474,yes,yes,2,linear,summed,log,r_corr,graph,R1,-0.040694836600276556
474,M475,yes,yes,2,linear,summed,log,cooc,space,R1,0.7506015527882447
475,M476,yes,yes,2,linear,summed,log,cooc,graph,R1,0.7108752670906733
476,M477,yes,yes,2,linear,summed,ppmi,distance,space,R1,0.7441936333366633
477,M478,yes,yes,2,linear,summed,ppmi,distance,graph,R1,0.35059053895989367
478,M479,yes,yes,2,linear,summed,ppmi,cos,space,R1,0.7527707253579231
479,M480,yes,yes,2,linear,summed,ppmi,cos,graph,R1,0.6810650920056405
480,M481,yes,yes,2,linear,summed,ppmi,corr,space,R1,-0.40282394849639647
481,M482,yes,yes,2,linear,summed,ppmi,corr,graph,R1,-0.14074987485482318
482,M483,yes,yes,2,linear,summed,ppmi,r_distance,space,R1,0.7535095644269142
483,M484,yes,yes,2,linear,summed,ppmi,r_distance,graph,R1,0.49709195072088924
484,M485,yes,yes,2,linear,summed,ppmi,r_cos,space,R1,0.5605514116238745
485,M486,yes,yes,2,linear,summed,ppmi,r_cos,graph,R1,0.38557001184208695
486,M487,yes,yes,2,linear,summed,ppmi,r_corr,space,R1,0.47856092418315904
487,M488,yes,yes,2,linear,summed,ppmi,r_corr,graph,R1,0.24364450837436682
488,M489,yes,yes,2,linear,summed,ppmi,cooc,space,R1,0.7567146814494542
489,M490,yes,yes,2,linear,summed,ppmi,cooc,graph,R1,0.41994408454602766
490,M491,yes,yes,2,linear,summed,non,distance,space,R1,0.7433694256430095
491,M492,yes,yes,2,linear,summed,non,distance,graph,R1,0.7088036823788388
492,M493,yes,yes,2,linear,summed,non,cos,space,R1,0.7450171410573485
493,M494,yes,yes,2,linear,summed,non,cos,graph,R1,0.7691866715273605
494,M495,yes,yes,2,linear,summed,non,corr,space,R1,0.7448112641271771
495,M496,yes,yes,2,linear,summed,non,corr,graph,R1,0.7613009165239292
496,M497,yes,yes,2,linear,summed,non,r_distance,space,R1,0.7146760284733549
497,M498,yes,yes,2,linear,summed,non,r_distance,graph,R1,0.6661654318495049
498,M499,yes,yes,2,linear,summed,non,r_cos,space,R1,0.3487812543264333
499,M500,yes,yes,2,linear,summed,non,r_cos,graph,R1,0.44816771383033455
500,M501,yes,yes,2,linear,summed,non,r_corr,space,R1,0.45130796555173475
501,M502,yes,yes,2,linear,summed,non,r_corr,graph,R1,0.6702710886976218
502,M503,yes,yes,2,linear,summed,non,cooc,space,R1,0.7818678865465635
503,M504,yes,yes,2,linear,summed,non,cooc,graph,R1,0.33010512071894765
504,M505,yes,yes,7,flat,forward,log,distance,space,R1,0.7425259353235986
505,M506,yes,yes,7,flat,forward,log,distance,graph,R1,0.7257225550999225
506,M507,yes,yes,7,flat,forward,log,cos,space,R1,0.7447697678699928
507,M508,yes,yes,7,flat,forward,log,cos,graph,R1,0.7250640260289564
508,M509,yes,yes,7,flat,forward,log,corr,space,R1,0.7367858985770092
509,M510,yes,yes,7,flat,forward,log,corr,graph,R1,0.6148544822237182
510,M511,yes,yes,7,flat,forward,log,r_distance,space,R1,0.7196046805362609
511,M512,yes,yes,7,flat,forward,log,r_distance,graph,R1,0.6479091819278094
512,M513,yes,yes,7,flat,forward,log,r_cos,space,R1,0.008746757800475275
513,M514,yes,yes,7,flat,forward,log,r_cos,graph,R1,0.04978347118897002
514,M515,yes,yes,7,flat,forward,log,r_corr,space,R1,0.2753714353830711
515,M516,yes,yes,7,flat,forward,log,r_corr,graph,R1,0.2949153064946458
516,M517,yes,yes,7,flat,forward,log,cooc,space,R1,0.5840214636018152
517,M518,yes,yes,7,flat,forward,log,cooc,graph,R1,0.7067832065503695
518,M519,yes,yes,7,flat,forward,ppmi,distance,space,R1,0.7402560117010837
519,M520,yes,yes,7,flat,forward,ppmi,distance,graph,R1,0.6345041356576528
520,M521,yes,yes,7,flat,forward,ppmi,cos,space,R1,0.7514011607541922
521,M522,yes,yes,7,flat,forward,ppmi,cos,graph,R1,0.7315435561015317
522,M523,yes,yes,7,flat,forward,ppmi,corr,space,R1,-0.4551292086875263
523,M524,yes,yes,7,flat,forward,ppmi,corr,graph,R1,-0.3408627565431602
524,M525,yes,yes,7,flat,forward,ppmi,r_distance,space,R1,0.7376208130128769
525,M526,yes,yes,7,flat,forward,ppmi,r_distance,graph,R1,0.6674298107818843
526,M527,yes,yes,7,flat,forward,ppmi,r_cos,space,R1,0.04840088790452405
527,M528,yes,yes,7,flat,forward,ppmi,r_cos,graph,R1,0.3246739477876925
528,M529,yes,yes,7,flat,forward,ppmi,r_corr,space,R1,0.04904855194974656
529,M530,yes,yes,7,flat,forward,ppmi,r_corr,graph,R1,0.12542009683311667
530,M531,yes,yes,7,flat,forward,ppmi,cooc,space,R1,0.5637817429923229
531,M532,yes,yes,7,flat,forward,ppmi,cooc,graph,R1,0.8095887998539419
532,M533,yes,yes,7,flat,forward,non,distance,space,R1,0.7289509032077551
533,M534,yes,yes,7,flat,forward,non,distance,graph,R1,0.6589761923218528
534,M535,yes,yes,7,flat,forward,non,cos,space,R1,0.7434061156174524
535,M536,yes,yes,7,flat,forward,non,cos,graph,R1,0.6259645187795059
536,M537,yes,yes,7,flat,forward,non,corr,space,R1,0.7351362826191562
537,M538,yes,yes,7,flat,forward,non,corr,graph,R1,0.5872572870175693
538,M539,yes,yes,7,flat,forward,non,r_distance,space,R1,0.7066773318603141
539,M540,yes,yes,7,flat,forward,non,r_distance,graph,R1,0.653252028962349
540,M541,yes,yes,7,flat,forward,non,r_cos,space,R1,0.44596557669553466
541,M542,yes,yes,7,flat,forward,non,r_cos,graph,R1,0.20596553770139325
542,M543,yes,yes,7,flat,forward,non,r_corr,space,R1,0.023668763699190853
543,M544,yes,yes,7,flat,forward,non,r_corr,graph,R1,-0.28808954798340203
544,M545,yes,yes,7,flat,forward,non,cooc,space,R1,0.6004368203752278
545,M546,yes,yes,7,flat,forward,non,cooc,graph,R1,0.6866127768162139
546,M547,yes,yes,7,flat,backward,log,distance,space,R1,0.7526091253880136
547,M548,yes,yes,7,flat,backward,log,distance,graph,R1,0.6183219190476327
548,M549,yes,yes,7,flat,backward,log,cos,space,R1,0.7563304708319647
549,M550,yes,yes,7,flat,backward,log,cos,graph,R1,0.6084091655944687
550,M551,yes,yes,7,flat,backward,log,corr,space,R1,-0.11969008218665457
551,M552,yes,yes,7,flat,backward,log,corr,graph,R1,-0.349508093663239
552,M553,yes,yes,7,flat,backward,log,r_distance,space,R1,0.7544525330861639
553,M554,yes,yes,7,flat,backward,log,r_distance,graph,R1,0.616565088219331
554,M555,yes,yes,7,flat,backward,log,r_cos,space,R1,0.01715301696046365
555,M556,yes,yes,7,flat,backward,log,r_cos,graph,R1,-0.0027515658760234266
556,M557,yes,yes,7,flat,backward,log,r_corr,space,R1,0.6956002848725809
557,M558,yes,yes,7,flat,backward,log,r_corr,graph,R1,0.6282708015552064
558,M559,yes,yes,7,flat,backward,log,cooc,space,R1,0.48903497648991306
559,M560,yes,yes,7,flat,backward,log,cooc,graph,R1,0.7630738241035212
560,M561,yes,yes,7,flat,backward,ppmi,distance,space,R1,0.7531299162784271
561,M562,yes,yes,7,flat,backward,ppmi,distance,graph,R1,0.37869909707072313
562,M563,yes,yes,7,flat,backward,ppmi,cos,space,R1,0.7516789501609888
563,M564,yes,yes,7,flat,backward,ppmi,cos,graph,R1,0.6670735402226213
564,M565,yes,yes,7,flat,backward,ppmi,corr,space,R1,0.10424306844860595
565,M566,yes,yes,7,flat,backward,ppmi,corr,graph,R1,0.21094220621751117
566,M567,yes,yes,7,flat,backward,ppmi,r_distance,space,R1,0.7540440617475106
567,M568,yes,yes,7,flat,backward,ppmi,r_distance,graph,R1,0.3867209294736567
568,M569,yes,yes,7,flat,backward,ppmi,r_cos,space,R1,0.25762743444543945
569,M570,yes,yes,7,flat,backward,ppmi,r_cos,graph,R1,0.27876066533532257
570,M571,yes,yes,7,flat,backward,ppmi,r_corr,space,R1,0.29049971260234436
571,M572,yes,yes,7,flat,backward,ppmi,r_corr,graph,R1,0.1386865168431659
572,M573,yes,yes,7,flat,backward,ppmi,cooc,space,R1,0.4897332343671503
573,M574,yes,yes,7,flat,backward,ppmi,cooc,graph,R1,0.8060714951287796
574,M575,yes,yes,7,flat,backward,non,distance,space,R1,0.7151649861825118
575,M576,yes,yes,7,flat,backward,non,distance,graph,R1,0.711852168406082
576,M577,yes,yes,7,flat,backward,non,cos,space,R1,0.7269876387160062
577,M578,yes,yes,7,flat,backward,non,cos,graph,R1,0.7136654317873121
578,M579,yes,yes,7,flat,backward,non,corr,space,R1,-0.12896631747171466
579,M580,yes,yes,7,flat,backward,non,corr,graph,R1,-0.2212509251001802
580,M581,yes,yes,7,flat,backward,non,r_distance,space,R1,0.7286241904924597
581,M582,yes,yes,7,flat,backward,non,r_distance,graph,R1,0.6816475563516546
582,M583,yes,yes,7,flat,backward,non,r_cos,space,R1,0.7008050703030645
583,M584,yes,yes,7,flat,backward,non,r_cos,graph,R1,0.6658036999686135
584,M585,yes,yes,7,flat,backward,non,r_corr,space,R1,0.7043307127322477
585,M586,yes,yes,7,flat,backward,non,r_corr,graph,R1,0.7317655084491507
586,M587,yes,yes,7,flat,backward,non,cooc,space,R1,0.5008035381052667
587,M588,yes,yes,7,flat,backward,non,cooc,graph,R1,0.6860520107893597
588,M589,yes,yes,7,flat,summed,log,distance,space,R1,0.7122569745438423
589,M590,yes,yes,7,flat,summed,log,distance,graph,R1,0.6558379866500569
590,M591,yes,yes,7,flat,summed,log,cos,space,R1,0.745917852626848
591,M592,yes,yes,7,flat,summed,log,cos,graph,R1,0.6174582340874849
592,M593,yes,yes,7,flat,summed,log,corr,space,R1,0.16125310555666134
593,M594,yes,yes,7,flat,summed,log,corr,graph,R1,-0.046500633288582664
594,M595,yes,yes,7,flat,summed,log,r_distance,space,R1,0.7322270367704573
595,M596,yes,yes,7,flat,summed,log,r_distance,graph,R1,0.6958093594885508
596,M597,yes,yes,7,flat,summed,log,r_cos,space,R1,0.02715002016633861
597,M598,yes,yes,7,flat,summed,log,r_cos,graph,R1,-0.13749428792680105
598,M599,yes,yes,7,flat,summed,log,r_corr,space,R1,0.7373739600247394
599,M600,yes,yes,7,flat,summed,log,r_corr,graph,R1,0.40336722038194117
600,M601,yes,yes,7,flat,summed,log,cooc,space,R1,0.7617189070174942
601,M602,yes,yes,7,flat,summed,log,cooc,graph,R1,0.7106943528765944
602,M603,yes,yes,7,flat,summed,ppmi,distance,space,R1,0.7487743950329746
603,M604,yes,yes,7,flat,summed,ppmi,distance,graph,R1,0.3470455665271584
604,M605,yes,yes,7,flat,summed,ppmi,cos,space,R1,0.7454803641502339
605,M606,yes,yes,7,flat,summed,ppmi,cos,graph,R1,0.6053944758597586
606,M607,yes,yes,7,flat,summed,ppmi,corr,space,R1,-0.22528083083993192
607,M608,yes,yes,7,flat,summed,ppmi,corr,graph,R1,-0.19555225480986227
608,M609,yes,yes,7,flat,summed,ppmi,r_distance,space,R1,0.7564175760655835
609,M610,yes,yes,7,flat,summed,ppmi,r_distance,graph,R1,0.48209816425794294
610,M611,yes,yes,7,flat,summed,ppmi,r_cos,space,R1,0.5382652339328325
611,M612,yes,yes,7,flat,summed,ppmi,r_cos,graph,R1,0.3651683337598149
612,M613,yes,yes,7,flat,summed,ppmi,r_corr,space,R1,0.41291191807478955
613,M614,yes,yes,7,flat,summed,ppmi,r_corr,graph,R1,0.2617311024189342
614,M615,yes,yes,7,flat,summed,ppmi,cooc,space,R1,0.7440058490527732
615,M616,yes,yes,7,flat,summed,ppmi,cooc,graph,R1,0.6895189720947996
616,M617,yes,yes,7,flat,summed,non,distance,space,R1,0.7274661327602462
617,M618,yes,yes,7,flat,summed,non,distance,graph,R1,0.6947060772518322
618,M619,yes,yes,7,flat,summed,non,cos,space,R1,0.7332821560375851
619,M620,yes,yes,7,flat,summed,non,cos,graph,R1,0.7547535694797958
620,M621,yes,yes,7,flat,summed,non,corr,space,R1,0.7330505444911424
621,M622,yes,yes,7,flat,summed,non,corr,graph,R1,0.7499606220579855
622,M623,yes,yes,7,flat,summed,non,r_distance,space,R1,0.7123341783926566
623,M624,yes,yes,7,flat,summed,non,r_distance,graph,R1,0.6525823997220348
624,M625,yes,yes,7,flat,summed,non,r_cos,space,R1,0.6855959120866605
